Category,Prompt,Generated Text,i,MAX_LEN
Indian defense,indian defence minister on strategic partnerships and 'make in india'fighters,indian defence minister on strategic partnerships and'make in india'fighters and ships in an image released by the ministry of defence indian army chief general manoj arora is on a three-day visit to israel from oct 17-19 to attend the third annual india-israel defence and security cooperation conference (dssc) in tel aviv during which defence cooperation with israels defence industries will be discussed indian defence min.,10,195
Indian defense,the india-israel defence and security partnership at 30,"the india-israel defence and security partnership at 30: a look into the future
by Dr. Rajesh Deo
India-Israel relations are at a critical juncture. The two countries have enjoyed a close defence partnership since the 1980s and are set to enter their next golden phase.
The two nations have long been strategic partners, but their relationship in recent times has been characterised by close cooperation on counter-terrorism, countering proliferation of WMDs, and joint development of new weapons systems and equipment. In 2017, the two sides signed an agreement to jointly develop a third-generation fighter jet. Israel has also been supplying India with advanced defence technology to enhance its military capabilities. India, in turn, has played an important part in Israel’s defence industrialisation efforts as it develops new platforms and weapons. This cooperation is a win-win situation for both nations.",11,200
Indian defense,the limits of the india-united kingdom defence relationship,"the limits of the india-united kingdom defence relationship: a new beginning
This article focuses on the relationship between India and United Kingdom in the field of defence. This article argues that this relationship has been one of great potential, but in practice there had always been a gap between expectations and delivery. The article also highlights the reasons for the same and offers some suggestions as to how India-UK can move forward on this front.",12,187
Indian defense,contract management in defence contracts with specific reference to indian defence public sector undertakings,"contract management in defence contracts with specific reference to indian defence public sector undertakings,
The Indian Navy and Indian Air Force have the largest fleets of fighter aircraft in the world. With a total of 1,150 aircraft, the Indian military is the fourth largest in terms of aircraft strength in Asia and Oceania after the United States of America, China and the Republic of Korea. The Indian Army is armed with a large number of tanks, artillery guns, and other equipment, making it the second largest armoured force in size in South Asia after Pakistan. In the early years of its existence, India's defence sector was mostly dependent on foreign arms imports.
However, during the Cold War era, as a result of a strong anti-proliferation policy adopted by India, there was a significant decline in India-West Germany defence cooperation. Since then, in an attempt to reduce its foreign dependency and to boost India?s military self-sufficiency, New Delhi has been attempting to acquire defence technology and weapons from several",13,192
Indian defense,defence industry in india,"defence industry in india
The Indian Defence industry has been growing at a fast pace over the last few years. The industry, according to a report by Ernst and Young, is estimated to reach $45 billion by 2020. It is expected to be one of the fastest growing industries in coming time.
India has become a hub to many defence manufacturing organizations across the world, thanks to the government’s policies to support the growth and development of defence sector in India. Defence sector is considered as one the most important sector of Indian economy, with a large market potential in the coming years, it is one sector that is bound to give returns for a long time to come. With a rapidly expanding defence budget, India is becoming a lucrative market for global companies to expand their presence in. In addition, the growing focus from the Government on indigenization of weapon systems will further increase the demand for defence products from Indian companies.",14,183
Indian defense,supply chain and customer ralations: an indian defence company perspective,"supply chain and customer ralations: an indian defence company perspective
Date2016
Author
Sharma, Anil
MetadataShow full item record
Abstract
The purpose of this thesis is to study the impact of supply chain management in improving customer relationship of an Indian Defense Company. The research methodology adopted in this study was the case study approach in which the qualitative data has been collected from interviews conducted with key informants and literature study. For the study of case the Indian defense company which will be referred to as “Company A” is taken as a point of reference. In order to understand how supply chains have an impact on customer’s relationship and the factors that influence it, the research has analyzed the supply-chain processes of Company A, and has explored how its relationship with the customer is affected.",15,183
Indian defense,nehru's concept of indian defence,"nehru's concept of indian defence
This paper will discuss Jawaharlal Nehru’s idea of the Indian Defence as well as the various issues concerning it. It shall also discuss Nehrus vision for the future Indian defense force and what it could be, and how it would be able to meet the requirements of a modern day Indian state.
Jawahalarl Nehu, a freedom fighter and India’ largest prime minister, had a vision of India as an independent modern state with a strong army. The Indian army was to be the backbone of Indian foreign policy and Nehsr’ vision included a well equipped and modern army with an integrated air force, navy and missile programme. Nehrs dream of an army that stood for modern India and an Indian nation state was not achieved due to the lack of support and financial resources from the British rulers and the political instability within independent India. Jawahar was an optimist and a visionary. However he failed to foresee that his dream would not",16,195
Indian defense,indian defence budget: fact and fantasy,"indian defence budget: fact and fantasy
india’s defence spending is on a steady rise, from 1.6% of gdp in 2011 to 2.2% in the current financial year. the government’ s defence procurement policy allows 49% indigenisation and is likely to go up to around 75%. a number of indigenous platforms such as tejas, brahmos, akash and indra are being produced with foreign collaboration. india is developing its own fifth-generation (fifth) generation fighter aircraft, the teja-2, which is slated to be ready for test flight in september 2024.
the army has ordered the acquisition of 464 light utility helicopters and 197 rafale combat jets from france. in february this year, indonesia ordered 36 raafle combat aircrafts, a deal worth around rs 40,000 crores. ",17,183
Indian defense,us-india defence ties: the limits to interoperability,"us-india defence ties: the limits to interoperability
- +0
Shares
The defence ministers of India and the U.S. met in New Delhi in July, and signed an agreement under which the two nations will undertake joint defence industry programmes and cooperate on defence technology and transfer.
In 2016, the then UPA government announced its intent to acquire 126 combat aircraft for the Indian Air Force, which has not materialised. The present government, led by Prime Minister Narendra Modi, is keen to buy more aircraft to modernise the IAF. It has also been negotiating for years with the US government for a deal to procure 24 F-16 Block 70 fighters for over USD 10 billion. However, in June 2021 the Trump administration blocked the sale to India under the Foreign Military Sales programme. This was the second such block by the former administration. In 2008, when the George W. Bush administration was in power, Washington blocked a USD two billion deal. Both the",18,197
Indian defense,"make in india in indian defence: a prospect of development for micro, small & medium enterprises","make in india in indian defence: a prospect of development for micro, small & medium enterprises
The Indian government has announced a policy of “Make in India” that will allow the Indian defence industry to become self-sufficient in the defence sector. It has already set up the Ministry of Defence (MoD). However, the policy needs to be implemented in a phased manner in order to make it a success. One such sector that is expected to benefit from the implementation of the programme is the micro-, small and medium enterprise [MSME] sector which comprises about 98% of India’s manufacturing firms.",19,200
Indian defense,restricting the attrition with emotional intelligence in defence services (with reference to indian air force),"restricting the attrition with emotional intelligence in defence services (with reference to indian air force)
Main Article Content
Abstract
Attrition is one of the most serious problems confronting the Indian defense forces. It has been an issue of concern for the government and for many decades there have been many initiatives launched to curb the trend of increasing attrite rate, which has not yielded results. The Indian Air Force, is an integral part of defence forces of India, the armed force is known for its strict recruitment process. But the high rate of attritions in this force has created a problem in the organization.
The purpose of this study was twofold. First, to identify the factors causing attritic in IAF and to find the solution to the problem. Second, this article will discuss the effect of emotional quotient on attritis in Indian armed forces in general. A survey of 500 I.A.F personnel was carried out by researcher and questionnaire was used. In this survey, it was revealed that attritional rate was 20-25 per cent and",20,198
Indian defense,singapore-india defence relations: the singapore perspective,"singapore-india defence relations: the singapore perspective
The relationship between Singapore and India has developed into an increasingly important one in the last 20 years. India is now one of Singapore’s top four trading partners, and Singapore is India’ most important foreign investor. In addition, the two countries have worked to increase cooperation in areas such as defence technology transfer and defence procurement.
This article will outline Singapore-India defence cooperation, focusing on Singapore as a defence partner for New Delhi. The first section will discuss the historical context that led to the growth of the relationship. This will include discussions of India-US tensions, Indo-Sino-American relations, as well as the changing nature of security and politics in Asia. It will also explore some of New Delhis concerns about Singapore, such the Singaporean-Chinese relationship, Singapore's support for Pakistan, Indian perceptions of regional power shifts, concerns over the use of technology and the possibility",21,180
Indian defense,"contemporary political leadership in india: george fernandes, defence minister of india","contemporary political leadership in india: george fernandes, defence minister of india, and his role in the kargil war
The Kargill War (also known as the KARGIL conflict and KARGHIL War) was a small armed conflict between India and Pakistan in 1999 over control of the Siachen Glacier, one of Earth's highest battlegrounds. [4], The war ended in a stalemate when Pakistan'ssupports were forced to withdraw and the ceasefire was restored. The K-word is often seen as a ""red flag"" in India-Pakistan relations and as such, it is rarely used, although in some quarters it might be used as an acronym for KASHMIR.
He died after 16 days of being admitted to the hospital. On 25 April 2011, the Indian government announced that the body would be given a state funeral, with the funeral to take place at Sm",22,182
Indian defense,designing a framework for bidding and estimating life cycle cost in indian defence sector: a systematic approach,"designing a framework for bidding and estimating life cycle cost in indian defence sector: a systematic approach
Main Document
design-a-framework-for-bidding-and-estimating-life-cycle-cost-in-indian-defence-sector-systematic-approach.pdf
- (92 KB, PDF)
Abstract – In the last 15 to 20 years, defence procurement in India has been characterised mainly by a large volume of imports. India's defence industry has also been unable to meet the requirements of the defence services. There is a growing perception that the procurement practices in the Indian defence forces may be contributing to an increase in defence imports, especially from the Western defence equipment suppliers. However, the issue of defence production in this country remains highly contested. The objective of this paper is to propose a methodology that will allow defence suppliers to make a better estimation on the total cost of ownership of a system. This framework will be based on life-time cost assessment",23,186
Indian defense,india-us defence cooperation: expectations and prospects,"india-us defence cooperation: expectations and prospects
US President Barack Obama is visiting India. During this visit, both India and the United States are likely to announce a joint statement on defence and security cooperation between the two countries. The joint declaration will be issued in response to the recent joint strategic dialogue between India the US on August 27, 2015. It will cover a wide range of defence issues including the transfer of high technology to India, India’s membership in the Nuclear Suppliers Group (NSG), India-Israel defence relationship, joint military exercises, etc.
This joint defence declaration may also be an attempt by both the countries to counter China’ s military presence in Asia and its growing assertiveness in South China Sea and Indian Ocean. As a result of China ‘s growing military power and strategic assertation and in particular in its maritime domain, the Obama visit is expected to be the most significant visit of Obama to Asia. This is because India as a close ally to",24,191
Indian defense,foreign direct investment in defence sector: security concern or strengthening india's defence,"foreign direct investment in defence sector: security concern or strengthening india's defence?
Foreign Direct Investment in Defence Sector - Security Concern or Strengthening India' Defence? ""
Introduction
The Indian Defence sector has been opened up for investment from overseas with the passage of the Defence Acquisition Policy (DAP), 2012, the Foreign Investment Promotion Board [FIPB] Guidelines and the Strategic Defence Procurement Policy of 2006, as the three most important legal documents in the sector. The DAP,2013 further provides guidelines for the FDI in various defence sectors.
It is a known fact that India has made rapid strides in terms of its military power, especially during the Kargil war against Pakistan. However, there has always been the question of defence preparedness of our country. This has resulted in India making a number of strategic decisions with regard to defence. One such decision was the signing of a nuclear co-operation pact with US in 123 Agreement, in April ‘05",25,191
Indian defense,study of indian defence offset policy and its impact on growth of aerospace industry,"study of indian defence offset policy and its impact on growth of aerospace industry in india by
(2010)
this dissertation is the study of impact of offset on indian aerospace sector. it includes the history of offsets and offset policies, analysis of various offset related policies and agreements, impact analysis...
the future of defense industry: an indian perspective
by
dr. vijay kumar singh
in defence industry
offset policy is a key element of defence exports and it has a direct impact in the defence production and exports. india is one of the top exporters of arms globally and has an export of $4 billion in...",26,196
Indian defense,"differences in occupational commitment amongst scientists in indian defence, academic, and commercial r&d organizations","differences in occupational commitment amongst scientists in indian defence, academic, and commercial r&d organizations
Main Article Content
Abstract
In the current study, occupational commitments of scientists were explored in Indian Defence, Academic, Commercial, R&D organizations. The study was conducted to assess the level of occupational engagement in the three types of organizations with respect to gender and the nature of the occupation. It is also an attempt to explore the differences in these occupational dimensions amongst the scientists working in all these organizations and to understand the impact of these variables on the overall occupational satisfaction. To achieve the purpose of this study a survey was designed. A total of 150 questionnaires were distributed among scientists of Indian Air Force (IAF), Defence Research & Development Organization – Defence Science...
Article Details
Authors
References
Bhalla, V. 2000. Occupational Commitment. An Exploratory Study of its Measurement. Journal of Management Research, 2(2): 1-15.
Ghoshal,",27,188
Indian defense,sub-imperialism and the loss of the khyber: the politics of imperial defence on british india's north-west frontier,"sub-imperialism and the loss of the khyber: the politics of imperial defence on british india's north-west frontier and central asia 1857-1947 /
by Grewal, Jasjeet Singh.
Additional authors: - Singh, GurharpalPublished by : Cambridge University Press (Cambridge ; New York), 1994Physical details: vi, 320 p. 24 cm. ISBN:9780521465512 :.
Subject(s): Indo-Pakistani War, I 1897.History | India -- Frontier and boundary questions.Year: Article Source Type: journal
There are no comments for this item.",28,183
Indian defense,study of select issues in risk management of indian defence procurement system,"study of select issues in risk management of indian defence procurement system
Main navigation
About
History
Contact Page
It will help to reduce the time taken for contract execution and thereby help in meeting the operational needs of the defence forces. In the case of procurement of equipment for export, the foreign exchange is used as a source of funds to be transferred to foreign suppliers and this money is not available for other purposes. This is done because the country needs to have a good balance of trade. (iii) The government of India is also required to keep a close watch on the export of defence items as the same are not permitted to countries with which India has not entered into any bilateral arrangement, 3. The Defence Procurement Procedure 2006 has been amended from time to time and its latest version is Defence Acquisition Procedure-2016. There was no such policy in force for the purchase of arms and equipment from outside until 1991, when the Defence Production Cell was established in the Ministry of Defence.",29,190
Indian defense,government policies for transfer of technology projects in indian defence psus,"government policies for transfer of technology projects in indian defence psus
The Indian government has taken several steps to encourage private sector participation in defence production.
These include allowing 100 per cent FDI in 49-listed PSU defence companies. The government also plans to set up a new defence industrial complex, the National Aerospace Laboratories at Bengaluru, to promote research-based defence manufacturing and to provide the necessary ecosystem for the growth of the country's aerospace sector. It also aims to create a Defence Innovation Fund (DIF) with a corpus of Rs 3,000 crore over the next five years and a defence innovation hub in Bengal. A separate defence ministry department is also being created to oversee the defence PSUs. Further, defence public-private partnerships have already been introduced for a number of projects.",30,197
Indian defense,corporate governance practices in indian defence public sector enterprises,"corporate governance practices in indian defence public sector enterprises by muhammad abubakar abdukareem pdf
corruption and the law in china by yin chang
chinese law of contracts 3rd edition ebook
the law on employment and social protection in latin america
indian contract act with cases and notes
law of contract in pakistan notes by khalid
international commercial contracts law and practice
business law contracts chapter 5 8 answers
basic contract law 4th edition by gerald j weinberger
contracts in a nutshell second edition
introduction to contract and business law second
jurisdictionary contracts answers ch 1
commercial law cases materials and questions answers 2014 edition 6 by peter harris 2004 paperback
ninth edition of the casebook for contracts by joseph c. baxter
principles and cases on contract
bk management accounting for managers solution manual
managerial accounting 14th canadian edition pdf free download
solution",31,199
Indian defense,systemic problems in indian defence,"systemic problems in indian defence forces
Systemic Problems in Indian Defence Forces
The Indian Army, the Indian Navy and the IAF have been in existence for a long time since 1947 and have gone through several phases of evolution to emerge as the largest armies in the world - both by size and number of troops in service. The armed forces have, over the years, undergone major structural changes. This, in turn … Read more",32,188
Indian defense,defence budget: india and pakistan,"defence budget: india and pakistan
India & Pakistan
The Indian Air Force (IAF) and the Pakistan Air force, the world’s largest and second largest nuclear armed nations, are both in need of a defence budget.
With India planning to increase its defence spending to 1.2 per cent of its GDP by 2022, Pakistan has also increased its annual defence expenditure to Rs 250 billion ($3.1 billion).
In India, this is the first time the government has earmarked Rs. 2.7 lakh crore or Rs2 lakh crores for the country’ defence needs. In a big boost to the national security, Prime Minister Narendra Modi has approved the proposal to hike India’ defense spending by Rs3 lakh to over Rs1 lakhcrore to strengthen the armed forces. This is a sharp rise of over 40 per cemt. India has",33,180
Indian defense,indian defence research and development (r and d): transitioning from'make in india'to'made in india',"indian defence research and development (r and d): transitioning from'make in india'to'made in india'
About India's Defence Production
The Indian defence production has evolved over a period of 5 decades into its own unique space with a strong base of private sector players that have grown along with the industry. India has been able to establish a defence ecosystem that has contributed immensely to the country' s security.
India' defense manufacturing is a key pillar of the 'Make in India'' initiative. The government has undertaken a number of steps to boost India’s indigenous defence manufacturing capabilities through the creation of necessary industrial and infrastructure facilities. With a view to develop and enhance the defense ecosystem, the government launched the Defence Industrial Park, a project aimed at creating an environment that supports the development of defence industrial clusters. It also aims at facilitating investment in defence sector, providing support for setting up of infrastructure and technology for production and exports. To this end, in 2030, India will have 1000 defence Industrial Parks in the various",34,189
Indian defense,history of civil defence in india (pre-independence peried)(summary),"history of civil defence in india (pre-independence peried)(summary)
- Type:
-.
Source
More history of india facts",35,185
Indian defense,india-us defence relations: in search of a direction,"india-us defence relations: in search of a direction
- Details
.
US President Obama’s first meeting with Prime Minister Manmohan Singh was a success with the two leaders agreeing on a $5-billion defence deal, a joint statement on climate change, the Iran nuclear programme and the war on terror. The two countries announced the launch of the “US India Strategic Dialogue” to review the full range of bilateral issues as well as the regional architecture and security situation in the region and globally. They agreed to expand high-level military-to-military cooperation including the exchange of senior delegations, exchanges of military officers, joint exercises and visits by senior officials. This is the first step towards a more comprehensive defence engagement. In the next 10 years, India and US are expected to spend more than 50 times their current defence budget to reach the level of China. With a total defence expenditure exceeding 3% of GDP, both the countries should be able to increase defence cooperation and enhance their defence",36,195
Indian defense,ballistic missile defence: implications for india-pakistan strategic environment,"ballistic missile defence: implications for india-pakistan strategic environment - 1.0 (0)
Ballistic missiles and nuclear weapons [electronic resource]: implications of a global ban = :...
(2009)",37,188
Indian defense,indian defence program 1964-78,"indian defence program 1964-78.
Rafael E. Pardo
Published
1979
by U.S. Govt. Print. Off. in Washington
....
Written in English
Edition Notes
The book also contains information about the development of Indian strategic doctrine and the planning of India's nuclear weapons strategy. It has been argued that the Indian government has adopted a policy of nuclear deterrence since the late s. The Indian Army is the land force component of the armed forces of. Indian Navy has always been a very strong and powerful Indian armed force. Its primary responsibility is to protect our maritime and economic interests. There are many warships in Indian naval which are very big in size and very important for our country. In the year, the total number of warship in the navy was
This book is an attempt to provide a comprehensive coverage of all the facets of our strategic thinking and",38,182
Indian defense,what the indiarussia defence partnership means for us policy,"what the indiarussia defence partnership means for us policy - what the indian russia defence cooperation agreement means to us by kumar vishwas in the hindu print edition february 14 2016, the us army wikipedia -, 4 ways to start a research proposal wikihow -. 1000 images about the soviet union and russians on,.",39,193
Indian defense,operational research in indian defence,"operational research in indian defence services - download fast -=vkqE=-
operATIONAL research In indian defenSE services.zip -_0<<
! ""
OPERATIONAL RESEARCH IN INDIA 2013
- 3. Download links for Operational Research In India 2...
-.",40,190
Indian defense,india's defence expenditure in global perspective,"india's defence expenditure in global perspective 2017 18
About
Landing
It is a good idea to have an understanding of the current state of India’s armed forces, including the size of its active and reserve forces and the number of military bases in its territory, before looking at the trends in defence spending. India is the world’ s second largest defence importer. As of 2020, India spent US $69 billion on the Defence sector as per the SIPRI, (Stockholm International Peace Research Institute) report. However, in the last 10 years, the country is also trying to reduce the gap in spending and has increased defence budget to 2% of GSDP. The Indian defence sector is growing steadily with the increasing demand and production of defence equipments. In this post, we will look at a 7-year period 2008-15. Defence Budget India - Defence Exp",41,183
Indian defense,indiaisrael defence trade and defence indigenisation,"indiaisrael defence trade and defence indigenisation
is a free online service that offers a wide range of services such as:
- Search for products and services (products & services, suppliers)
Find suppliers in the field of defense and security in india
and find suppliers, manufacturers and producers in defense.
The database contains the details of over 2,700
suppliers, service providers and manufacturers.",42,191
Indian defense,defence primer 2018: an indian military in transformation?,"defence primer 2018: an indian military in transformation?
- The ‘India Defence’ team takes a deep look at India’s defence preparedness, capability and capacity in the context of a changing world. In the second part, we examine India as a major global player
The 'India defence' team looks at the Indian Army as it celebrates its 69th anniversary on 15 August (Sunday)",43,194
Indian defense,"make-in-india in defence electronics, a reality check.","make-in-india in defence electronics, a reality check.
The defence minister of the Republic of Korea (South Korea), Dr. Song Young-moo, paid a two-day visit to India in November, 2017. The visit took place at a time when the South Korean government was keenly interested in expanding its defence trade and investment ties with India. A delegation comprising of 12 South Koreans, including a few high-ranking officers from the Ministry of Defence, accompanied by a South Korea’s Defence Export Promotion Office — Korea Defence Industry Trade Promotion – ‘Korea Defence Exhibition’ & Co-ordination Office visited India from 29 - 30 November. 1 In the context of this visit, the Korean delegation met a number of top Indian Defence Ministry officials, Indian Air Force officials and representatives of a variety of Indian defence companies.2 The Korean media has since reported extensively on this high level diplomatic engagement of South...Continue Reading →
DEC",44,200
Indian defense,selfreliance in indian defence,"selfreliance in indian defence and nuclear strategy: essays on the indian military and strategic thought
About the book “Self-reliant Defence and Nuclear Strategy: Essays on The Indian Military and Strategic Thought” - Dr. Rajendra S. Hegde
“The first of the three volumes is an edited collection of essays by the editor, Dr Rajesh Hejde, on a wide range of subjects relating to India’s security, its defence forces and its foreign policy. This collection is a valuable contribution to the field of strategic studies. It is particularly valuable for the fact that it deals with the military aspects of India in a comprehensive manner, and also for its critical examination of many aspects in which India has been engaged. The essays have been written at various points of time in the author’ s career.
This first volume contains essays that have appeared over the period between 2008 and 2015. These are the years when the",45,187
Indian defense,the envisioning of a nation: a defence of the idea of india,"the envisioning of a nation: a defence of the idea of india
The idea that is commonly understood to be India today was not the first of its kind. There have been a number of visions that the people of India, over the centuries, have had for the nation. It has been shaped by the experiences of different peoples and the ideas that they have brought to the country.
It has never been one single vision, as is the case with most countries, but several. And it is precisely because of this multiple nature that it has taken centuries for these visions to converge into an idea as we know it today. The first such vision was of Emperor Ashoka, who was one of Asia’s most enlightened leaders in history. He is also known as ‘Ashoka the Great.’
Ashokas’ vision of his country was a very inclusive one, which was in sharp contrast with what the world was at that time. His vision encompassed all the peoples that came",46,184
Indian defense,trump protectionism looms over india-us defence deals,"trump protectionism looms over india-us defence deals as new defence minister visits
the indian government, under a new minister of defence, has been in a state of shock since the election results of may 2014 were announced. this is partly because the congress lost the elections badly (in india, not in the us) and partly for the other reasons the loss has thrown up.
while there’s a sense of relief in that the aam admi [ordinary man] who voted congress to power has not turned out to be a vote to the left or a vota for baba ramdev or the bjp, the fear of what the right-wing, pro-business, ‘pro-globalisation’, 'pro-'whatever the americans want' government can do to us is palpable. and it is a legitimate fear. for it seems that all the major issues of the last 60 years are coming under attack. not just from the opposition but also from",47,191
Indian defense,untapped potential of biotechnology for the defence of india,"untapped potential of biotechnology for the defence of india
About
Contacts
It is an attempt to bring the latest technological development in biotechnology to the fore, in defence research and development. The book has been designed to meet the requirements of the undergraduate and postgraduate students of biology, medicine, pharmacy and agriculture, besides serving as a text for teachers and researchers in the field. A comprehensive review of various applications of Biotechnology in Defence sector is presented along with a brief overview of Indian scenario and its future perspective.... biotechnology has the potential to make India self-dependent in food. Biotech in defense. In India, the first major biotech product, Bt Cotton seeds, were introduced commercially in 2002-03. This book contains the chapters on Biochemical Techniques, Bioprocess Control, Bioinformatics and Proteomics. India has developed indigenous technologies like Bacterins for vaccine development to counter the threat of emerging diseases. Biotechnology has emerged in India as an area of scientific and technological research. For more books on Science and Technology",48,196
Indian defense,defence research and development: global trends and indian perspective,"defence research and development: global trends and indian perspective
The Defence R&D Organisation of India (DRDO) is the research wing of MoD, India. It provides technology and scientific inputs to the defence forces of the country and undertakes research in various areas of military technology. DRDO is an agency of Indian government and has been established by the Government of […]",49,198
