Category,Prompt,Generated Text,i,MAX_LEN
Indian infrastructure,Physical & social infrastructure in India & its relationship with economic development,"Physical & social infrastructure in India & its relationship with economic development
India is a country with the second largest population in the world and it is also one of the fastest growing economies in Asia. The country is rich in terms of its natural resources and cultural heritage. However, it has a lot of problems in term of development and infrastructural growth. This paper focuses on the relationship between physical and social (economic) infrastruture and economic growth in Indian context.
The physical infrastrcture is the set of basic facilities and installations (roads, railways, airports, power stations, telecommunications, water supply, sewers, etc.) needed for, or facilitating, the production of goods and services. Economic infrastrcutre includes the basic physical facilities necessary to support the functioning of a market economy, including transportation, communications and energy. Infrastructure is crucial to the development of an economy. It provides the basis for economic activity and can affect the rate of economic",11,199
Indian infrastructure,"The infrastructure sector in India, 2007","The infrastructure sector in India, 2007
The Indian infrastructural sector, which comprises of transport, communication, energy and water, is the backbone of the economy. The sector is responsible for providing the basic services necessary for the growth and development of other sectors.
India is now poised to become a manufacturing hub. In order to achieve this, the country needs to develop its infrastrucutral sector. This will not only ensure the availability of raw materials and finished products, but also ensure that the finished goods can reach their markets. For this to happen, India will need to build the necessary infrastrcture.",12,183
Indian infrastructure,India Infrastructure Report 2002-Governance Issues for Commercialisation,"India Infrastructure Report 2002-Governance Issues for Commercialisation of Infrastuctures
Infrastructural development is a key element of economic growth. The government has a major role in infrastructure development and its commercialisation. However, the government's role is not only in the creation of infrastructual facilities but also in their commercialization. This is where the role of the private sector comes in.
The private participation in public infrastrucutre projects (PPPs) is increasing in India. In 1995, PPPs accounted for only 4% of total infrastrcture investments. By 9th Plan (10th Five Year Plan), the share of PPPS in total investment in infastructure was 8%. In the 6th and 7th plan, it was only about 3%. The share is expected to go up to 50% by the end of 0",13,185
Indian infrastructure,Quality infrastructure of India and its importance for inclusive national growth,"Quality infrastructure of India and its importance for inclusive national growth
India is the second most populous country in the world with a population of over 1.3 billion people. It is also the seventh largest country by geographical area and the largest democracy in terms of population. India is a country with immense potential, but it is still facing challenges in many areas, including infrastructural development.
The infrastrucure of a nation is defined as the basic facilities and services that are necessary for the development of the country. These include transportation, communication, energy, water supply, sanitation, healthcare, education, housing, and other social services. The infrastruture of any nation plays a vital role in its overall development and growth. In India, the quality of infrastrcture has been a major concern for many years. There are many reasons why the infrastrcure in India needs to be improved. Firstly, India has a large population and a rapidly growing economy. This means that there is an increasing",14,197
Indian infrastructure,Infrastructure development and economic growth in India,"Infrastructure development and economic growth in India
The Indian economy is growing at a fast pace and the government is trying to build infrastructure to meet the growing demand. The government has been investing heavily in infrastructural projects and has also been trying...
Infrastructures in the Indian Economy
India has a vast infrastrucutural network that includes roads, railways, airports, ports, and telecommunications. India's infrastru...",15,195
Indian infrastructure,Managing climate-induced risks on Indian infrastructure assets,"Managing climate-induced risks on Indian infrastructure assets
India has been experiencing a significant increase in the frequency and intensity of climate and weather-related events.
The report, “Managing Climate-Induced Risks to Infrastructure Assets in India,” was released on Wednesday by the World Bank, the Ministry of Housing and Urban Affairs, and the Indian Institute of Management Bangalore. The report is a collaboration between the National Institute for Smart Government and Climatelinks, an online platform for climate change knowledge. It also includes input from the Central Water Commission, Indian Railways, Ministry for Road Transport and Highways and Ministry/Department of Agriculture and Farmers Welfare.",16,195
Indian infrastructure,Infrastructure and development in rural India,"Infrastructure and development in rural India
Lecture 1: Investing in infrastructure in India: What works and what doesn't
A discussion of the investment climate in the infrastructural sector in light of India's recent growth performance and the government' policy response.
Speaker: Dr. Ajit Ranade
Presentation: Lectures 2 and 3
The first two lectures will be followed by a presentation by Dr Rupa Subramanya of IDFC on the role of infrastrucutre in Indian economic growth. The presentation will focus on infrastrcuture development and its impact on economic development. It will also discuss the challenges and opportunities in this area.",17,199
Indian infrastructure,A thematic analysis of employee competencies in an uncertain business environment: a study on the indian infrastructure sector,"A thematic analysis of employee competencies in an uncertain business environment: a study on the indian infrastructure sector
Ashish Soni, Anand Rai, 2021, A thesis submitted in partial fulfilment of the requirements for the degree of Master of Business Administration (MBA), MMS (Master of Management Studies), School of Petroleum Management, Pandit Deendayal Petrolium University, Gandhinagar, Gujarat, India,
This study explores the perception of Indian infrastructural companies regarding the employee capabilities needed for survival in the current uncertain and challenging business conditions. The study is conducted in two phases. In the first phase, the study identifies the key capabilities of employees needed to survive in uncertain conditions through a qualitative study. This phase also identities the major challenges faced by the infrastruc- ture sector in India. These findings are then used as inputs for developing a question",18,180
Indian infrastructure,Infrastructure in India: The economics of transition from public to private provision,"Infrastructure in India: The economics of transition from public to private provision
Infrastructural services are vital for economic growth, and they are often provided by the public sector. However, in recent years, many infrastructure services have been privatised. This column examines the economies of scale and scope that arise from such a transition. It argues that the government should take steps to facilitate the transition, such as by making the private sector more accountable to the people.
Achievements of the Modi government: What does the data say?
India’s GDP growth has slowed down to 5.7% in the first quarter of 2019-21 from 6.6% a year ago. In this video, Vijay Kelkar, Chairman of NITI Aayog, discusses the achievements and challenges of India’e growth story. He highlight",19,180
Indian infrastructure,Syndication of VCPE investments: Evidence from the Indian infrastructure sector,"Syndication of VCPE investments: Evidence from the Indian infrastructure sector
India’s infrastructural growth has been constrained by lack of access to capital, particularly for infrastruc-ture projects that are large in scale and have long gestation periods. The Indian Government has initiated a number of measures to encourage private sector participation in the infrastru-cture sector. Among these, the most significant has probably been the introduction of the Viability Gap Funding (VGF) scheme. Under this scheme, VGFCs are formed with the purpose of providing the ‘gap’ funding for a project. VCFs, which are typically private equity funds, are given the mandate to invest in projects identified by the VFCSs. This paper examines the impact of syndicated VGC investment on the project performance.
Read more about Sy syndidcation of vcpe investmments
The emerging market for",20,186
Indian infrastructure,Infrastructure development in India,"Infrastructure development in India has been on the rise. India is one of the fastest growing economies in the world and its infrastructure sector is no exception. In recent years, the government has taken several steps to improve the country’s infrastructural facilities.
The government is now looking to build more roads, bridges and other infrastrucutre facilities in order to keep up with the growing demand. The government also plans to invest more money in infrastruction projects in rural areas. This will help to reduce the disparity between urban and rural infrastruture facilities and will also help boost the economy.",21,187
Indian infrastructure,Design of smart roads-a vision on indian smart infrastructure development,"Design of smart roads-a vision on indian smart infrastructure development
Indian Smart Infrastructure Development
The term smart road is used to describe a roadway that is designed to maximize the use of technology to improve traffic flow, reduce traffic congestion, improve safety, and reduce the environmental impact of roadways. Smarts roads are a new concept in road design that will have a significant impact on the way we travel and the world around us.
Smart roads can be divided into two categories: those that use technology and those without. The first category includes smart parking, smart traffic signals, intelligent transportation systems (ITS), and intelligently connected vehicles (ICVs). The second category does not use any technology, but rather relies on human drivers to make decisions about their travel. This second type of smarts road can include things like traffic lights, speed limits, stop signs, etc. In this article we will discuss the benefits of using smart technology in roads",22,191
Indian infrastructure,Remedies over the obstacles in implementing automation in Indian infrastructure projects,"Remedies over the obstacles in implementing automation in Indian infrastructure projects
The Indian government has set a target of completing 100 smart cities in the next 5 years. This ambitious goal can only be achieved by the use of advanced technologies in infrastructural projects. However, the government and private players face a lot of challenges in this regard.
There are many challenging factors that hinder the implementation of automated processes in India’s infrastrucutural sector. These factors include:
Lack of skilled labour
India’smassive population is a double-edged sword. On one hand, it provides a huge labour force to the country, but on the other hand it creates a skilling problem. The country has to train a large number of workers to use the advanced automotive technological systems. India is the world’ssixth largest economy and has the second largest population, which is expected to reach",23,185
Indian infrastructure,Infrastructure at crossroads: The challenges of governance,"Infrastructure at crossroads: The challenges of governance
Infrastructural development is one of the major thrust areas of government policy. However, the lack of effective governments and weak institutions in the country have resulted in poor infrastructures.
The infrastructure sector in India has been growing at a fast pace and is expected to continue to grow at the same pace in coming years. The sector is characterized by a large number of projects with a high degree of complexity. These projects are often complex because they involve multiple stakeholders and involve a number
of different technologies. This complexity makes it difficult for the government to manage the projects and ensure that they are completed on time and within budget. As a result, there is a need for better governances in infrastrucutre projects. Governance refers to the way in which a government or an organization is organized and managed. It includes the processes by which decisions are made",24,180
Indian infrastructure,Development of rural road infrastructure in India,"Development of rural road infrastructure in India is a major challenge for the government. The rural roads in the country are in poor condition and are often not maintained properly. This is due to a number of factors, including a lack of funding and resources, poor design, and inadequate maintenance.
The government has been working on improving the condition of the rural infrastructures for many years, but there is still a long way to go. In this article, we will take a look at the progress that has already been made, as well as the challenges that lie ahead. We will also discuss some of
the potential solutions that could be implemented in order to improve the situation. Finally,
we will provide a few recommendations for how the Indian government can better address the issue of poor rural
road infrastru
Rural Roads in Developing Countries
There is no doubt that rural development is one of",25,181
Indian infrastructure,A Research Note on the Public–Private Partnership of India's Infrastructure Development,"A Research Note on the Public–Private Partnership of India's Infrastructure Development
Infrastructural development in India has been slow and inadequate for a long time. The government has tried various methods to speed up the process of infrastructure development. One of these is the public–private partnership (PPP) model.
The PPP model is a partnerships between the government and the private sector to build and operate infrastructures. This paper provides a research note on PPIs in the infrastruture sector in general and more specifically in roads, ports, railways, and power. It also examines the various challenges faced by the PPs and how these challenged have been addressed. Finally, it makes some policy recommendations.",26,185
Indian infrastructure,All dressed up and nowhere to go: India Infrastructure Report,"All dressed up and nowhere to go: India Infrastructure Report 2021
Amidst a pandemic, the infrastructure sector is facing a major setback. The government is trying to revive the sector with the new infrastructural policy, but the outlook is not positive.
The government has announced the National Investment and Inflation Facilitation Act (NIIFA) to boost the economy. However, there is a lack of clarity on the implementation of the policy. This has led to a delay in the approval of projects. In addition, a lot of infrastruc­tural projects are stuck in red tape. As a result, many projects have been delayed and are unable to meet their deadlines. Moreover, lack­ing coordination between the state and central governments is also a reason for the delay.",27,197
Indian infrastructure,India's Infrastructure Building In Africa: South-South Cooperation And The Abstraction Of Responsibility,"India's Infrastructure Building In Africa: South-South Cooperation And The Abstraction Of Responsibility
Author: K. S. Subramanian
This article examines the role of India in the infrastructure building of Africa. The article argues that India’s infrastructural engagement in Africa is a manifestation of the South’S- South Co-operation and a new form of asymmetrical relationship between the two regions. It also contends that the building and sharing of infrastruc-ture in India and Africa can be seen as an expression of a globalized world, where the economic, social and political interactions between states are increasingly interdependent.
Infrastructures of Power in South Asia
Editor: Nandini Gooptu
Book Series: Routledge Research in Development Studies
India' s Infrastucture-Building Initiatives In South Africa
The article discusses India s infrastruture-building initiatives in south Africa and the need to address the",28,187
Indian infrastructure,The design of digital financial infrastructure: lessons from India,"The design of digital financial infrastructure: lessons from India
Even as the pandemic continues to rage, the number of people who are unbanked in India is growing.
By Amitabh Kant, CEO, NITI Aayog
In 2014, India was the first country in the world to launch a national digital payments system. Today, 80 per cent of all digital transactions in our country are done through the Unified Payments Interface (UPI). In a country where the vast majority of citizens are still unfamiliar with the concept of a debit card or a credit card, this is a remarkable achievement. It has also helped to boost financial inclusion in a big way. Even as we are in lockdown, more than 100 million Indians are using UPI to pay for their groceries, medicines, and other essentials. In fact",29,180
Indian infrastructure,Material circularity potential for construction materials–The case of transportation infrastructure in India,"Material circularity potential for construction materials–The case of transportation infrastructure in India
Pratap Singh, Shivani Sharma, Vivek Singh
The construction industry in the developing world is responsible for significant environmental impacts, including significant material wastage, which can be attributed to inefficient use of resources. The circular economy concept is gaining momentum as a potential solution to address the issues of material use efficiency and waste. This paper presents a methodology for estimating the material circular potential (MCP) of construction material. It was applied to the Indian transport infrastructures sector, where construction activities are carried out in a large scale. A case study of a highway project in Punjab, India, was used to demonstrate the application of the method. MCP was calculated for 20 construction elements. Materials with high MPC were identified, and the key drivers of MCF were analyzed. Results showed that the MCA of cement, steel, aggregate, bitumen, plastic, wood, glass,",30,197
Indian infrastructure,Financial risk assessment and modelling of PPP based Indian highway infrastructure projects,"Financial risk assessment and modelling of PPP based Indian highway infrastructure projects
The project aims at studying the financial risk associated with the implementation of public-private partnership (PPP) based highway projects in India. The project is divided into four parts:
A. Financing Structure
B. Risk Assessment
C. Modelling
D. Evaluation of the project
In part A, the financing structure of a highway project was studied. Different financially feasible structures were analysed for the highway sector in the Indian context. In part B, financial modellings of various highway PP projects were carried out using the developed financial model. Part C involved developing a financial and economic model for assessing the impact of risk on the cash flows of highway toll projects.
Part D involved evaluating the results of part C using a sample of Indian PPC projects and the study concluded that the proposed model can be used to assess the risk of",31,188
Indian infrastructure,Infrastructure development and FDI inflow to developing economies: Evidence from India,"Infrastructure development and FDI inflow to developing economies: Evidence from India
Infrastructural development is an important determinant of economic growth. Increasing FDIs in infrastructure projects is one of the main policy instruments to promote infrastructures development. This study examines the impact of FDi in the infrastruture sector on the economic development of India. The study is based on secondary data for the period 1990-2012. We employ the two stage least squares methodology to analyze the relationship between Fdi in Infrastucture sector and economic performance of developing countries. It is found that FdI in infraestructure sector is positively related to economic developement of a country.
Keywords: Fixed effects, Investment, India, Economic growth, Firm size.",32,197
Indian infrastructure,Investigating the linkage between infrastructure and regional development in India: era of planning to globalisation,"Investigating the linkage between infrastructure and regional development in India: era of planning to globalisation
The paper investigates the impact of infrastructural development on regional economic growth in the post-planning era in a developing country like India. The analysis is based on the dynamic panel data methodology. A new measure of regional infrastruture is constructed by using the principal component analysis of the infrastrucutre indicators. It is found that infrastruure has a positive impact on economic development, but the effect is not significant. Infrastructure has no impact in case of backward regions.
Agarwal, S. K. and Sharma, M. (2016) 'Investigating The Linkage Between Investment And Regional Development In India', International Journal of Economics and Business Administration, 6(3), pp. 1-14.",33,180
Indian infrastructure,Using the 'Development Plan—Town Planning Scheme'mechanism to appropriate land and build urban infrastructure,"Using the 'Development Plan—Town Planning Scheme'mechanism to appropriate land and build urban infrastructure in the suburbs of Cairo
The 'development plan—town planning scheme' mechanism is used by the Egyptian government to acquire land for urban development in Cairos suburban areas. The mechanism was introduced in 2002 as a means to provide an alternative to the traditional land acquisition mechanism of the state. It is based on a system of land rights and land valuation that allows the government and the private sector to obtain land at market price. This mechanism has been criticised for its lack of transparency and its failure to protect the interests of poorer landowners. In this paper, the author examines the effectiveness of this mechanism in terms of its impact on the land market, its effect on urban land use, and whether it is a viable alternative for land development.
Dive into the research topics of 'Using the <i>Developement Plan</i><i>&mdash; Town Plannning Schem",34,198
Indian infrastructure,Economic growth in India: the role of physical and social infrastructure,"Economic growth in India: the role of physical and social infrastructure
India's economic growth has been one of the most remarkable success stories in the history of mankind. India has achieved a remarkable average annual growth rate of 7% over the last 20 years. The growth is even more remarkable given the fact that India' s population has grown at a faster rate than the economy.
The economic reforms of liberalisation and privatisation, started in 1991, have played a significant role in stimulating growth. But the rewards of growth have not been equally distributed. More than 30% of India’s population lives below the poverty line. Economists have identified a number of factors that have contributed to the economic success of Indian economy, including the following:
Investment in human capital,
Physical and Social infrastructures, and
Reforms in trade and foreign investment.",35,182
Indian infrastructure,Effect of transportation infrastructure on economic growth in India: The VECM approach,"Effect of transportation infrastructure on economic growth in India: The VECM approach
The paper investigates the long-run and short-term effect of Transportation Infrastructure (TI) on Economic Growth (EG) in the Indian economy using Vector Error Correction Model (VEC Model). The study covers the period 1980 to 2016. The data used in this study are obtained from the World Development Indicators (WDI) and the International Monetary Fund (IMF).
Read more about Effects of infrastructural development on growth and development in Nigeria
Energy consumption and economic development: Evidence from India
This paper examines the relationship between energy consumption (EC) of India and its economic variables. For this purpose, the annual data on EC and Gross Domestic Product (GDP) for the 30 years period from 00/03/104",36,183
Indian infrastructure,Infrastructure Development in India: Emerging Challenges,"Infrastructure Development in India: Emerging Challenges and Future Prospects
The Indian economy has been growing at a rapid pace in the last two decades. The country has witnessed a huge rise in its GDP, which has increased from $316.3 billion in 1991 to $2.5 trillion in FY2022 (IMF, 21). The growth of the economy is mainly due to the growth in infrastructure development. In the past two and a half decennia, the country’s infrastructural development has seen tremendous growth. This has led to an increase in employment opportunities, better living standards, and increased economic growth (Sarkar, et al., 34).
Infrastructures are the backbone of any country. They play a crucial role in determining the economic development of a country (Lahiri, & Kumar, n.p.). The infrastrucutral development in a",37,199
Indian infrastructure,Chinese roads in India: The effect of transport infrastructure on economic development,"Chinese roads in India: The effect of transport infrastructure on economic development
Lead Research Organisation: University of Warwick
Department Name: Sch of Social Studies
Chinese roads have been constructed in a number of countries in South Asia, Africa and South America. The main motivation for the construction of these roads is to provide access to markets, which can facilitate the growth of local economies.
The objective of this project is: to investigate the effect that Chinese road construction has on the economic growth and development of the country in which the road is built. This research will be conducted in the Indian state of Rajasthan, where Chinese firms have constructed over 100km of road. We will investigate whether the Chinese-built roads are associated with higher economic activity in their catchment areas. Our research questions are:
- Does the presence of a Chinese built road increase economic activities in its catchments?
2. Does accessibility to the national road network increase the level of economic and social development in",38,196
Indian infrastructure,Governance in India: Infrastructure,"Governance in India: Infrastructure Development and Public-Private Partnerships
The Indian government is pursuing an ambitious program of infrastructure development, with the aim of achieving a 10 percent annual growth rate in infrastructural investment. This paper analyzes the role of public-private partnerships in the delivery of this infrastruc- ture, and assesses the government's policy of using public finance to leverage private investments. It concludes that public invest- ment in public infrastru...
J. E. Stiglitz, ""Governance of Investment in In- frastructure: Public Finance, Public Private Partner- ships, or Public Initiatives?"" (2007). CCG Working Papers. 91.",39,180
Indian infrastructure,Infrastructure in India: challenges and the way ahead,"Infrastructure in India: challenges and the way ahead
India has made rapid progress in infrastructure development over the last decade. The country has invested heavily in the development of roads, railways, airports, ports, telecommunications and power. India has also made significant progress on the social infrastructural front, particularly in education and healthcare.
However, there are still some major challengers that need to be addressed if India is to continue on its path to becoming a developed nation. In this blog, we will take a look at some of the key infrastrucutural challengs that India faces, and what needs to done to overcome them. We will also discuss the role that the private sector can play in helping to solve these challengese. Finally, wwe will explore some possible solutions to these problems. Let's get started!
The state of infrastrcture in india
Infrastructre in Indian is in a state. There are many problems with the current infrastrcure, including",40,199
Indian infrastructure,Infrastructure development in India and China: A comparative analysis,"Infrastructure development in India and China: A comparative analysis
The infrastructure sector in the Indian economy is a major driver of economic growth. Investments in infrastructural development, especially in roads, railways, ports, airports and power sector, are essential for a country to achieve higher economic development. The infrastruture sector is also one of the major drivers of global economic activity.
In the last few years, there has been a growing interest in analysing the infrastrucuture development of China. China’s economy has grown rapidly in recent years and it is now the second largest economy in terms of GDP. However, China is still a developing country and its infrastrucre development is lagging behind that of India. This paper compares the level of infrastrure development between China and India, and identifies the factors that have contributed to the differeneces in their infrastrutre development over time.",41,182
Indian infrastructure,Issues in promoting rural infrastructure in India,"Issues in promoting rural infrastructure in India
The Indian economy is in a state of transformation. In the last few years, the country has been able to reduce poverty and increase its growth rate. The country is also making a significant contribution to global economic growth. However, there are still many challenges that need to be addressed in order to ensure that the benefits of economic development are shared by all.
One of the major challenging areas in rural India is the lack of adequate infrastructural facilities. Rural areas are often deprived of basic amenities like roads, electricity, and water supply. This results in poor living conditions and hinders economic activity. Therefore, it is essential to invest in infrastruture in these areas to improve living standards and promote economic activities. There are various initiatives that are being taken by the government to promote rural development. These include the Pradhan Mantri Gram Sadak Y",42,182
Indian infrastructure,"Infrastructure, information & communication technology and firms' productive performance of the Indian manufacturing","Infrastructure, information & communication technology and firms' productive performance of the Indian manufacturing sector
B. Chandrasekhar, V. Venkateswaran, S. K. Garg
This paper analyses the impact of infrastructure and information and communication technologies (ICT) on the productivity performance (PP) of Indian firments. The study uses the annual data for the period 1998-2007 for 3224 firmen from the manufacture sector. We find that the infrastructural quality of firment's location and ICT investment have a significant and positive impact on their PP. Our results also indicate that ITC investments have been more effective than infrastruture investmrnts in improving the PPP of manufacturers.
Dive into the research topics of 'Infrastruture, Information & Communication Technology and Firms’ Productive Performance of The Indian Manufacturing Sector'. Together they form a unique fingerprint.",43,196
Indian infrastructure,Productivity and technical efficiency in Indian states' manufacturing: the role of infrastructure,"Productivity and technical efficiency in Indian states' manufacturing: the role of infrastructure
Amitava Chattopadhyay
This paper examines the impact of state-level infrastructural development on the productivity of Indian manufacturers. The analysis is based on a dataset of 1,291 manufacture units in 23 Indian States for the period 31 March 03 to 5 April 97. We use a two-stage least squares estimator to estimate the parameters of a stochastic frontier production function, which is assumed to be a Cobb-Douglas function of capital, labour and a set of inputs which include infrastruc-ture. Our results indicate that the level of productive efficiency is higher in the states which have developed their infrastru-cture better than the others.
Dive into the research topics of 'Productivity in manufactures and the state of India's infrastruce'. Together they form a unique fingerprint.",44,191
Indian infrastructure,Innovating with infrastructure: The automobile industry in India,"Innovating with infrastructure: The automobile industry in India
Innovation in infrastructural development is a key challenge for India. The country is the world’s fastest growing major economy, but the infrastruc­ture is not keeping pace with the needs of the growing population.
The automotive industry is well positioned to be a catalyst for infrastru­ctural innovation. It can do so by developing new mobility solutions that reduce the need for automobiles and by providing innovative solutions to address the existing infrastrutural challenges. This paper presents a set of case studies that highlight how the automo­bile industry has responded innovatively to infrastruture challeng­es in the past. These case study examples can serve as a starting point for further research on innovating in in­frastructure.",45,200
Indian infrastructure,Sustainable infrastructure development challenges through PPP procurement process: Indian perspective,"Sustainable infrastructure development challenges through PPP procurement process: Indian perspective
The paper presents a brief overview of the public-private partnership (PPP) procured infrastructural projects in India and highlights the challenging issues in the PP...
Author: Ramesh Kumar, Arpita Sharma, Ajay K. Singh
PPPP, Infrastructure, India, Sector, Public, Private, Partnership, Procurements, Process, Development, Challenges, P3, Transport, Roads, Ports, Water, Electricity, Healthcare, Education
India: Public-Private Participation in Investment in Power
This study analyses the experience of publicprivate participation in power in 2003-04, and suggests measures to improve the process.
Source: Ministry of Power, Government of India
Privatisation, Power Industry, Energy, Hydroelectricity
Public",46,191
