Category,Prompt,Generated Text,i,MAX_LEN
Indian infrastructure,"Indian infrastructure developer Gammon India is looking to raise Rs1,800 crore ($330 million) via bonds in the overseas market to fund projects.
“We will raise $330-350 million (Rs1.”
Gamm.",10,199
Indian infrastructure,"Indian infrastructure sector has been facing severe issues of lack of funds to finance the ongoing projects, which is affecting the execution of projects in time and also leading to delays. The government has taken several initiatives to address this issue. Recently, government announced “Infrastructure Debt Fund” (“IDF”) to help the projects and provide a platform for the lenders to pool their funds and lend to the infrastructure projects. This is a big step in the right direction. IDF can help in improving funding for infrastructure and thereby, in increasing the investment in infrastructure in India to $1 trillion by 2032. It will also help improve the efficiency in execution and timely completion of the current ongoing infrastructure development projects
IDFs can invest in a variety of sectors like roads, airports, bridges, metro projects, ports, power, telecom and renewable energy.
The key features and structure of IDAF are as under:
Key Features of Infrastructure Debt Funds
- IDFs are debt funds, similar",11,200
Indian infrastructure,"Indian infrastructure developer L&T has secured a Rs. 5,000 crore order from Indian Railways to execute a project to modernize the railway infrastructure in J&K. Under this project, L & T will modernise and strengthen the existing railway network and facilities in five Jammu-Srinagar Railway Division of the Northern Railway in a time bound manner. The project envisages construction of 1 km long 2-lane tunnels, strengthening of bridges, construction/rehabilitation of railway bridges and construction / rehabilitation of culverts.
Under the contract, work on the rehabilitation and reconstruction of existing bridges is to be completed within two years of commencement of work. L and T is also expected to provide facilities like modern signaling and control systems, passenger amenities and passenger-friendly stations.",12,187
Indian infrastructure,"Indian infrastructure major Reliance Infrastructure Ltd (RInfra) has announced a strategic agreement with the Gujarat government to develop the second leg of Ahmedabad Metro project on the basis of build-operate-transfer – a public-private partnership …
Gujarat Govt To Fund Ahmedabad metro project: Rel Infra
July 18, 2012 by Leave a Comment",13,197
Indian infrastructure,"Indian infrastructure major Shapoorji Pallonji is looking to invest about Rs 4,000 crore ($580 million) in the next four years to develop industrial and logistics parks, a senior company official says.
“We would be investing Rs.3,400-3.500 crore in our logistics and industrial parks business over the course of the four-year period. We would also be expanding our real estate business by investing about the same amount in residential projects,” Shapooji’s Executive Director (Finance and Operations) Ashutosh Limaye said here on Thursday. He was speaking to reporters after announcing his company’ s annual results. “The residential business, including our affordable housing business would see a 50% growth in revenue,” he said. The company would continue to focus on the Mumbai and Chennai markets for the realty business. It would expand its footprint to other cities in Maharashtra, Andhra",14,184
Indian infrastructure,"Indian infrastructure firm IVRCL has said in a regulatory filing on Thursday that it has bagged an order from the Tamil Nadu Water Supply and Sewerage Board, a subsidiary of the Chennai Corporation to construct a sewage treatment plant in Chennai at a cost of Rs 200 crore.
The sewage plant will treat 250 million litres of sewage per day, the filing said, adding the project would be completed by 2021. The contract also includes an 11-year operation, maintenance and service of plant as specified in the contract. IVRLC would have to make an initial investment of around Rs100 crore to set up the sewage and sludge treatment plants at Koovakuzhi and Thirumullaivoyal.",15,194
Indian infrastructure,"Indian infrastructure is in need of a major facelift and the Indian government is trying to meet the growing demand by taking the help of private sector. In the past few years, the number of airports across the country has increased significantly as well.
Now, according to reports, an ambitious plan is underway to build a massive international airport in Mumbai, which is expected to cost over Rs 50 thousand crores. This massive project has been approved by the Ministry of Civil Aviation (MoCA), and will have a capacity of over 300 million passengers per annum. The airport is also likely to have the world's longest and largest terminal building, spread over an area of about 5.5 million square ft. It will also have one of the highest floors in the region, and be equipped with a helipad. Moreover, all the runways at the airport will be built in a unique 'cross-over",16,184
Indian infrastructure,"Indian infrastructure sector is witnessing robust growth due to the government’s push to modernize infrastructure, and the country’ s growing economy is expected to drive the growth of the sector in the future as well. In the 13th Five Year Plan (2016-2020), the central government has identified various infrastructure projects in different sectors and regions.
These are expected create significant opportunities for the companies operating in this sector. As per the report, “India Infrastructure Report 2017,” released by Grant Thornton India LLP, the key growth drivers for this sub-sector include increasing population size, growing per capita income, improving economic performance, liberalization of FDI regulations, growth in construction and manufacturing sector and government focus on infrastructure development. Infrastructure subsector includes road construction, power generation & transmission, oil and gas, water and sanitation and ports.",17,192
Indian infrastructure,"Indian infrastructure and real estate developer, Brigade Enterprises, announced today that it was planning a US$200 million (approx Rs 1,000 crore) initial public offering – the country’s largest so far this year.
If it goes ahead, this would be the first Indian IPO on the New York Stock Exchange since the listing of Infosys in 2000. In 2012, the total IPO market in the US was US $8.7 billion.",18,196
Indian infrastructure,"Indian infrastructure has long been a topic of interest for many investors. As the country grows and develops, so will its infrastructure, which will provide investors with many opportunities to profit.
The Indian infrastructure sector is expected to reach $800 billion by 2035, and the infrastructure investment opportunities in India are expected...
Read more
Investing in a market as large as India can be difficult, but there are some things to keep in mind when considering your next big investment. The first thing to consider is the state of the economy in the area you are interested in investing. It is important to understand what is happening with the local and national economies before making any decisions. Another thing that you should do is to look into the current trends within your target market and what they may mean for your potential investment opportunity. Finally, you need to determine how much risk is involved in your investment before going forward with it. In addition,",19,185
Indian infrastructure,"Indian infrastructure developer, IRB Infrastructure Developers (NSE:IRB), has announced that its subsidiary IRCTC Infra Ventures has entered into a joint venture (“JV”) with GMR Infrastructure Ltd (‘GML’). GML is an associate in IRR Infrastructure Fund, which is a fund managed by GIC, Singapore’s sovereign wealth fund.
The JV will jointly develop a 2.4 km railway line for a concession-based project on a build-own-operate basis, in accordance with the Indian Government’ s new model for PPP railway projects. As a result of this JV the group’S net debt to equity and adjusted net worth ratio will increase. The JV is expected to be completed in 18-24 months. IRBT – the company’’ S stock, closed the day at Rs 1, 000. It’'s current market capitalisation stands",20,186
Indian infrastructure,"Indian infrastructure giant Larsen & Toubro (L&T), a leading engineering and technology solutions provider, has secured orders worth over $1 billion across various business verticals. The order wins have been received from various geographies such as India, Middle East, Africa and Europe.
Larsen and Touborg said that the total order value stands at Rs.7,000 crore. Some of them includes Rs 3,250 crore worth of offshore wind turbine order, Rs300 crore contract for an LNG plant in Egypt and Rs150 crore order from Saudi Arabia. In the power sector, the company received an order valued at around Rs100 crore and an engineering, procurement and construction order for a 2×100MW thermal power project in the UK. Also, it won Rs400 crore orders in hydrocarbon, oil \ gas segment. Apart from this, L& T won orders",21,180
Indian infrastructure,"Indian infrastructure company GMR Infrastructure has won two 25 year concessions to run three airports in India, the company said.
The Indian government’s airport regulator, Airports Economic Regulatory Authority (AERA), announced last week that GMMR had been awarded concessions for the Delhi, Mumbai and Goa airports. The Delhi and Mumbai airports are expected to be handed over later this year while the Goa airport will be transferred in April next year.",22,187
Indian infrastructure,"Indian infrastructure sector is estimated to be worth $1,800 billion by 2020. It is projected to grow by a CAGR of 13.3% to reach 14,900 Billion by the end of forecasted period. The Indian government is taking up a number of projects to strengthen the Indian infrastructure in a major way. These projects are likely to drive the growth of the construction material testing market during the forecast period as the demand for construction materials will grow at a significant rate.
The Indian Infrastructure sector has experienced a phenomenal growth over the years. With India emerging as an important player in the global economic landscape the government has undertaken a lot of initiatives to improve the quality infrastructure across various verticals. Some important projects undertaken by Government of India are as following:
- National Highways Development Project: A total of Rs 2,80,000 crore have been sanctioned for the development and widening of National highways. 1 lakh km of roads are to get four-lanes in",23,198
Indian infrastructure,"Indian infrastructure and construction company, Gammon India Limited, has announced an order worth $50m (INR 350cr) from a government owned infrastructure developer in the Sultanate of Oman.
The order relates to the construction of an 18-kilometer highway connecting the city of Barka with a major town of Bidiyah, in Oman’s central region. The project is funded by the Public Establishment for Industrial Estates (“PEIE”), the main government organisation that develops industrial zones across Oman, as part of a long term strategy to diversify the local economy. GIL will execute the highway project on a “Design, Build, Finance, & Operate” (‘DBFO’) / ‘Concession’ basis. Construction work has started in June this year and the project will be completed within 3 years. Once completed, the 2-lane highway will connect the major cities of the Central region",24,190
Indian infrastructure,"Indian infrastructure company Adani is in advanced talks to buy a controlling stake in Australian coal mining company Peabody Energy. The two sides have been negotiating for several months and are in the final stages of the negotiations, according to reports.
The talks have reached a stage where the two companies could announce a deal in early November. Adanis $1.8 billion (Rs 11,600 crore) bid for Peabodys coal business was accepted by a Peabeay directors in August, and the deal has received the approval from the Australian Securities Exchange and US regulatory body. However, the US Committee on Foreign Investment — the regulatory panel that vets foreign investment deals - is still reviewing the bid. If the sale goes through, Pea- bodys Australian subsidiary will become a wholly-owned subsidiary of Ad- ani’s Australian arm, which already has coal-mining projects in Australia.",25,200
Indian infrastructure,"Indian infrastructure company Adani group has secured a USD 2 billion order from Saudi Arabia to expand a power and water project.
According to reports, Adanipowers has bagged a contract worth USD2bn (Rs11,000 crore) from the Public Authority for Electricity and Water – Power & Desalination. It will be used in the expansion of a thermal power station in Dammam. The plant will add 1,200 megawatts in capacity and is expected to be commissioned by the middle of 2017.",26,197
Indian infrastructure,"Indian infrastructure sector will continue to grow and attract global interest. India’s infrastructure development, which will be largely driven by the government’ s ambitious Bharat Mala road project, will provide the much-needed impetus for the country’
s economy in the post-Covid era.
“The government is planning to invest a lot in highways and railway projects, and the Bharat Malla road is a part of this project,” said Anshuman Magazine, chairman and managing director of CBRE South Asia. He also said that India was also in talks to sell some of its assets abroad to finance these projects. “We expect to see more such infrastructure assets in India being sold,” he said. Magazine said the Indian government has also approved many projects for metro systems and airports, including a plan to build a high-speed train in Mumbai, a new airport in Hyderabad, as well as an international airport and",27,180
Indian infrastructure,"Indian infrastructure sector is estimated to be worth $ 1 trillion by 2020 and the sector needs investment to the tune of 5% of the gross domestic product (GDP) to bridge the gap, said Finance Minister Nirmala Sitharaman today.
“Indian Infrastructure sector has the potential to grow at 8%-9% and it is expected to reach 10.4% GDP in the medium-term with an estimated investment of around 4-5 trillion dollars. However, the actual sector requires investment worth of another 2-3 trillion rupees,” she said. In her address on ‘Role of Private Sector in Infrastructure Finance’ during the 3rd India-US Business Council – Global Infrastructure Summit here, Sistharaman underlined the need for infrastructure in India and said the government is looking for the partnership of private sector for achieving this target. “The sector",28,185
Indian infrastructure,"Indian infrastructure giant JSW Steel has announced that it will acquire ArcelorMittal's 50% stake in the steel venture between the two companies -- JSPL-MSTL (formerly SAIL-MSL).
In a press release, Jindal Steel and Power Ltd said the deal to buy back the JSL stake is part of the company' s strategic move to strengthen its position in steel business.
""It'll enable JSSPL to have full control of its steel plant and also to be free from certain liabilities that are currently being carried by the JV partner - Arcellor Mittal,"" said a source familiar with the development in Kolkata. The company had earlier said it was planning to expand production from the current 3 million tonnes per annum to 5 million tonne per year. JSTPL is currently India' largest steel producer by volume with a capacity of nearly 7 million tons per ann",29,192
Indian infrastructure,"Indian infrastructure major L&T Ltd today said it has bagged a Rs 800 crore order to build a 200-bed super speciality hospital for a leading Indian hospital in Dubai.
The order for the hospital has come from the Al Habtoor City hospital project, Dubai, the company said in a statement.",30,197
Indian infrastructure,"Indian infrastructure is at a critical crossroads, with an estimated shortfall of $1.5 trillion.
The country’s current infrastructure deficit stands at around 5%, while the World Bank says that the country faces a staggering 60% shortcoming by 2035 and 100% by the year 2050. This is a big issue for the government as it looks towards its 2022 target of making India a “$5 Trillion Economy” by that year.",31,192
Indian infrastructure,"Indian infrastructure is a key driver for the growth of the Indian economy with an estimated investment of US$ 1.5 trillion required to build the necessary infrastructure and an additional investment requirement of 5.6 trillion dollars required in the sector.
Infrastructure sector, which contributes 6 per cent of India’s GDP, is one of its largest sectors. Infrastructure includes sectors such as roads, highways, railways, urban transport, airports, ports, pipelines, power transmission, gas distribution, etc. The sector also covers all the basic and social infrastructure that supports the above.",32,199
Indian infrastructure,"Indian infrastructure developer IRB Infrastructure Developers Ltd on Friday said it has won orders worth Rs 2,000 crore for four projects.
""The company received three new orders in its highway construction business and one new order in the water business. The total value of these four orders is over Rs. 2000 crore. These projects will be completed by FY19,"" IRBL said in a filing to the BSE.",33,190
Indian infrastructure,"Indian infrastructure giant Larsen & Toubro Ltd (L&T) on Thursday posted a record net profit of Rs 2,600.5 crore for the third quarter ended December as it benefited from a low base and a lower depreciation, despite a fall in its order booking.
The engineering major had clocked Rs. 1,900.4 crore profit in the October-December quarter of the previous fiscal. Its order book fell to Rs12,000 crore from Rs14,200 crore. It was a 16.1 per cent fall. For the nine-month period too, the order inflow fell 17.2 per cnet to $6,300 million, from 2012/13's 9,400 million. The order intake was Rs29,800 crore in FY2013-14.",34,188
Indian infrastructure,"Indian infrastructure developer IRB Infrastructure Developers Ltd has secured a contract from the National Highways Authority of India, for a highway project in the southern state of Karnataka.
The contract is for widening of four laning of the existing 6-lane highway to a 10-laning dual carriageway between the towns of Davanagere and Kengeri in Karnataka, IRBI said on Wednesday. The project has been awarded on a public-private-partnership basis. It has an estimated project value of INR5.4bn. IRBLI will have to invest INR6.8bn in this contract.",35,197
Indian infrastructure,"Indian infrastructure giant L&T (Larsen & Toubro), which had a major role to play in building the Delhi metro, on Saturday launched operations for a metro rail project in Bangalore, becoming the first foreign firm to enter the country’s metro market.
“The LRT metro project has commenced operations with an aim to provide the people of Bangalore a modern mass transit system,” said L.T. Ananthakumar, chairman and managing director of L.",36,193
Indian infrastructure,"Indian infrastructure and infrastructure-related companies are witnessing a strong revival in demand, which is driving the growth of the sector.
The infrastructure sector has seen a significant rise in investment and activity in recent years as the country’s economic growth story gathers pace. The sector is now poised to become the next big growth engine of India, with a large number of investment opportunities, and strong demand coming from government and private sector investments in infrastructure. With a projected investment of $1 trillion in the coming five years, it is a sector that is set to be one of fastest growing in India’ s economy. India is currently investing 10 percent of its GDP on infrastructure, a figure which has risen by 30 per cent in less than five months, the latest data shows. Infrastructure-intensive sectors of manufacturing, construction, power and roads have seen strong growth and a rise of over 40%, and have been fuelled by a boom in domestic consumption in",37,189
Indian infrastructure,"Indian infrastructure is facing several challenges. One of the main challenges is the availability of water resources. In the face of such challenges, the government has decided to invest in a new infrastructure project, namely, National Water Grid.
National Water grid is one of those major projects, which is being undertaken by the Government of India. It is basically a huge network which will provide drinking water to the cities and towns in India and it is also aimed to supply drinking and industrial water for various industries across the country. The network will consist of 15,000 km of pipeline and 5,500 km underground pipe network. This would cover almost all the major cities of Indian states. Apart from providing water supply, it also aims to provide drainage and sewage system to various cities in the nation. National water Grid will also help in reducing the water wastage and help conserve water. Thus, this new initiative will help reduce the dependence of farmers",38,184
Indian infrastructure,"Indian infrastructure is one of the most sought after investment sectors at present. In the wake of rapid economic growth, a large portion of this investment is expected to be made on infrastructure. However, the question of infrastructure funding in India has been a point of contention between the government and private investors. The recent budget of 2016, presented by the Finance Minister, has addressed the issue by offering a variety of tax incentives to encourage investment into infrastructure, as the country prepares for the ‘Make in Indian’ program.
The 15% tax incentive offered to infrastructure projects will help to attract more foreign investment. Additionally, there will now be a reduction of income tax from 30% to 25% for income of up to INR 2 million in respect of investment in infrastructure bonds, thus, making it a more attractive investment vehicle. This is in addition to the fact that investment income will be tax-",39,180
Indian infrastructure,"Indian infrastructure is set to get its biggest ever boost from a new wave of investment and infrastructure spending as government spending on roads, energy, telecoms and airports is projected to reach $3 trillion over the next 10 years.
In a report on India’s economic growth released Tuesday, the International Monetary Fund (IMF) said the country’d economic potential would be boosted by investment in infrastructure and a “significant” rise in the number of jobs.",40,197
Indian infrastructure,Indian infrastructure developer GMR Infrastructure Limited has announced that it would sell a 51 per cent stake in Hyderabad international Airport Limited (HYDAL) to a consortium led by Singapore’s Keppel Infrastructure Holdings Limited. GMIHL would also sell its majority stake of 49 per...,41,182
Indian infrastructure,"Indian infrastructure and construction companies have been among the top gainers from the government’s infrastructure push, but the sector has been hit by a series of controversies in the last few months that have hurt sentiment.
The sector is now under scrutiny after a major controversy in which the company in charge of the new Mumbai airport project, the Air Cargo Express, was accused of bribery. The case was referred to the CBI by the Maharashtra government, and it is still ongoing.",42,189
Indian infrastructure,"Indian infrastructure and financial sector stocks rallied as the Narendra Modi government's first full budget for the fiscal year 2017-18 focused on spending in infrastructure, defence and rural sector and the Reserve Bank of India' stock futures surged.
The BSE Sensex opened 0.26% lower at 27,653.15, while the broader NSE Nifty slipped 8 points to 9,011.65, after 10 am. The rupee was up 20 paise against the US dollar at Rs 67.05. India VIX was down almost 2% at around 18 at the opening.",43,198
Indian infrastructure,"Indian infrastructure major GMR Group said it is committed to complete the Rs 2,400-crore Chennai Airport Project on schedule.
""The group is determined to meet the deadlines for the completion of all the works, including the airside and the terminal, to be handed over to the airport operator (AAI),"" the company said. AAI has been given the responsibility to run the Chennai airport from the government.",44,187
Indian infrastructure,"Indian infrastructure major Larsen and Toubro (L&T) said on Thursday that its net profit for the second quarter 2016-17 stood at Rs. 2,044 crore, up 14% from the same quarter last year
The company’s consolidated net sales during the quarter under review rose by 10.7% to Rs 22, 800 crore.
Commenting on the financials, L& T’ chairman, A M Naik said the company was seeing ‘strong demand’ in its infrastructure and construction vertical and is hopeful of winning orders worth about Rs2lakh crore in the near term.",45,187
Indian infrastructure,"Indian infrastructure company Adani Enterprises has announced to enter into renewable energy segment. The company has signed a 20-year power purchase agreement (PPA) with a subsidiary of the Indian state-owned NTPC for a solar power project of 500 MW. “The proposed capacity of solar project to be constructed by a group company of Adansi Enterprises will be 400 MW to 450 MW,” Adivasis said in a statement.
Adani group, India’s largest private sector company, has a diversified portfolio of businesses ranging from coal, oil and gas exploration, mining, renewable power generation, ports and shipping, among others. It has been looking to foray into other segments, including infrastructure sector. Last week company’ s Adanis, who had earlier announced their intention to set up an independent company for renewable generation and transmission, said they were open to a merger with NTPL. In April, NTPS had signed PPA agreements",46,193
Indian infrastructure,"Indian infrastructure developer and real estate company Gammon India Limited has received $200mn (INR 1,450.5cr) from the Export-Import Bank of India – the export arm of the State Bank -- to finance its power, rail, water and airport projects.
As per a statement issued by Gannett India, the bank has provided the funds under an export credit line. The bank, as per its statement, has also offered 15-year loan at a flat rate of interest to GIL and an interest rate subsidy of 3.6% per annum.",47,190
Indian infrastructure,"Indian infrastructure company IRB Infrastructure Developers Ltd will sell its 20 per cent stake in the 1.7-km BandraWorli Sea Link in Mumbai to the Mumbai Metropolitan Region Development Authority (MMRDA) through a competitive process.
The Mumbai Metro One Pvt Ltd -- a special purpose vehicle formed by MMRDA and the state government with IRBT as the majority shareholder - was given a 10-year concession for the project to build and run the BandalaWorali Sea-Link. The concession is valid till November 2022 and can be extended for up to six years if MMDA is not satisfied.",48,180
Indian infrastructure,"Indian infrastructure sector to attract $ 1 trillion
By A Correspondent
The Indian infrastructure market is estimated to be worth around 3.9 trillion US Dollars by 2025, according to a study by the International Finance Corp (IFC), the private sector investment arm of the World Bank.
“The infrastructure investment gap is expected to reach 2.6 trillion USD in 2030 if India does not close this gap, and the country needs to invest around USD 1300 billion every year in infrastructure in the next 10 years to achieve a USD trillion economy,” the study said, adding India’s infrastructure needs are expected grow by almost 50 per cent to an estimated 9.4 trillion dollars by fiscal year 2050, with urban infrastructure accounting for 80 per of this growth, as India moves ahead on the path of rapid urbanisation. The IFC also pointed out that India will require an investment of USD2 trillion by",49,193
Indian infrastructure,"Indian infrastructure companies may have a tough job ahead if the government decides to hike interest rates, with a number of projects in the pipeline being stalled due to funding delays and a sharp increase in borrowing costs, the Economic Times reported on Wednesday.
The government has raised the interest rate on short term loans to 6 per cent, and the cost of long-term loans for infrastructure development by as much as 150 basis points, to fund various projects. (See: Banks to charge higher lending rates to infra projects)
With the sharp hike in rates of interest, many projects which require external loans are likely to face delays in their execution schedules as they may be difficult to raise funds at the new rates. In addition, a hike would lead to a rise in cost on projects that are funded through bank loans and external commercial borrowings.",50,193
Indian infrastructure,"Indian infrastructure major Larsen & Toubro has emerged as the front runner to build the Rs 3,000 crore (USD 500 million) metro rail project in the National Capital Region’s second city of Chandigarh.
The Chandi-Gurugram metro, one of the largest projects in Chandigarth, will have a line covering 25km and will be built on the public-private-partnership [PPP] model. The project is expected to be awarded by the end of next month, a senior Chandni-Chawla official told IANS. Larsens will build a metro for Gurugram, while the Delhi Metro Rail Corporation – the country’ss metro builder — will take up the Chandimandir project. It has also been decided to invite bids for building the 23km long Gurgaon -Dwarka metro corridor.",51,196
Indian infrastructure,"Indian infrastructure company L&T has been awarded an order from Bharat Heavy Electricals Limited (BHEL) for the supply of 11,000 tonnes of high-tension switchgear equipment for a transmission substation in the state of Jharkhand.
The order is for two 800MVA, 330/220 kV, air-insulated metal-enclosed switchgears, which are to be supplied within eight months from the date of order. LTC's order was valued at R1.6 bn ($36.2m).",52,198
Indian infrastructure,"Indian infrastructure companies have been a favourite with investors as they are seen as a good barometer for the economy. But with the Narendra Modi-led government in power, the infrastructure sector has been in the throes of change.
The sector, which has had to grapple with issues of policy uncertainty and regulatory hurdles, has also been struggling with weak growth. A number of the sector’s listed names are trading at a discount to their net asset value.",53,189
Indian infrastructure,"Indian infrastructure developer, IRB Infrastructure Development Ltd., has announced that they are to acquire a major 50-acre site from Hines India, to develop a 5.1 million sq. ft. logistics and IT SEZ (Special Economic Zone).
The new project is being developed as part of the company’s strategy to increase their exposure to real estate in the sector in which it operates.
This new development, the Harsha International Park project, is to be located in Narsapura, a town that is 25-30 kilometres from the city of Bangalore, and is one of three SEz’ located within the same industrial and technology area, in addition to the already completed and operational Hitech City SE. This new SE will provide a range of facilities for both logistics firms and the IT sector. It will offer office blocks as well as warehouse facilities and other ancillary facilities required for such",54,184
Indian infrastructure,"Indian infrastructure company IRB Infrastructure Developers is planning to raise Rs5,000 crore ($800 million) by the end of the current financial year through an initial public offering (IPO) and sale of stakes in subsidiary firms, reported Bloomberg.
The Mumbai-based group will sell at least Rs1,100 crore worth of shares in IRINJ Investments, the unit that invests in non-infrastructure assets, as well as a stake in the group’s power unit, IRCON, said the report. IRIL also plans to sell shares worth Rs200 crore and the remaining stake could be sold next year. “It [the IPO] is on track. We will do the IPO by March and we are looking at raising Rs4,750-5.",55,196
Indian infrastructure,"Indian infrastructure company Larsen & Toubro Limited (L&T) has bagged an order worth Rs 4,800 crore from the Delhi Metro from which it would be building the 25.5 km Pink Line in the National Capital Region. The project, which will cost Rs4.2 billion and will be completed by 2014 as per a statement by Delhi Chief Minister Sheila Dikhatra.
The Pink line will connect Dwarka in West Delhi to the new Badarpur station on the Yellow Line. As per the plans of DDA the Dwakarkar station, the first metro station to be built under Phase Three will come up at Dwaka in 2009 and the second one — at Badri in East Delhi – will begin construction in January 2020
According to a report from The Indian Express, Larsens Managing Director and Chief Executive Officer A K Venky said the",56,187
Indian infrastructure,"Indian infrastructure is not only facing challenges from global competition, but also from a lack of local investment. As a result, the country has been falling behind in global infrastructure development rankings.
India needs to invest $1 trillion to meet the demands of its growing economy, and infrastructure spending in India has fallen from 4.4% of gross domestic product (GDP) in 2001, to 2.3% in FY13. India is also falling short of the infrastructure investment targets set at the BRIC Summit held in March of 2011. In a report to the United Nations, India’s Planning Commission has estimated that an additional 6.2 million jobs would be created if investment was raised to at least 8.5% by 2022, which would require an investment of approximately 1- 3 trillion dollars.",57,200
