Prompt,Generated Text,i,MAX_LEN,simple_ttr,root_ttr,log_ttr,mass_ttr,msttr,mattr,hdd,mtld,mtld_ma_wrap,mtld_ma_bid
Indian economy,"Indian economy is expected to grow at 7.5-8% in 2016-17, the highest in the world, Prime Minister Narendra Modi said today.
""India's growth is on the rise and we are confident of achieving 8 per cent plus growth rate in coming years,"" Mod said at the World Economic Forum (WEF) Annual Meeting in Davos. ""I am happy to share that India' s GDP is projected to be 6.9 per year in current fiscal and 5.7 per in next fisca,"" he added.",10,197,0.6764705882352942,6.832018046539053,0.9154878689093415,0.042075138834885964,0.89,0.906153846153847,0.8109056943490905,69.68151287382057,76.43137254901961,76.05961538461538
Indian economy,"Indian economy is on a growth path, says Sitharaman
India’s economic growth is likely to be 7.6% in the current fiscal, Finance Minister Nirmala Sitaraman said.
She said the country’ s economy has been on the growth trajectory since the last two years and is expected to grow at 8% next year. The government is also focussing on job creation, she said at a business event in Delhi.",11,180,0.6375,5.701973342624464,0.8972619202295057,0.05398487747438778,0.88,0.8778571428571433,0.7591746649974496,52.532998114393465,53.75,56.07794117647059
Indian economy,"Indian economy is in the midst of a crisis. The government has been struggling to meet its fiscal deficit target. With the economy slowing down, the government is facing a difficult task of raising funds.
The government had announced a slew of measures to boost the growth of the Indian Economy. However, these measures have failed to produce the desired results. As a result, India’s economy has slowed down. This has led to a decline in investment and employment. In this scenario, it is important for the central government to take steps to revive the economic growth. One of these steps is to increase the fiscus.",12,186,0.5206611570247934,5.7272727272727275,0.8639106914699508,0.0653400539823133,0.8200000000000001,0.8148453608247418,0.7011922165333557,40.333333333333336,37.247933884297524,38.921176470588236
Indian economy,"Indian economy is poised for a bright future: Jaitley
India’s economy will continue to grow at a rate of 7.5 per cent, Finance Minister Arun Jailtley said today, adding that the country’ s growth trajectory will be “very different” from the rest of the world.
“We have a lot of confidence in the Indian story,” Jalitley told PTI in an interview. (Reuters)
He also said that India’ “demonetisation” move has “not had any impact” on the economy, but rather it has been “a positive” one. “Indian economy has a great future. I am quite optimistic about the future of Indian growth. We are poising for an even brighter future,” he said. Jaiyley’ comments come days after the International Monetary Fund (IMF) projected India to be the fastest growing economy in",13,196,0.5393939393939394,6.928640603037555,0.8790999419551458,0.05452127775730662,0.8533333333333334,0.8643971631205678,0.7795548069411954,50.448001281870624,61.30909090909091,46.821162357325875
Indian economy,"Indian economy to grow by 7.5% in 2019: IMF
The International Monetary Fund (IMF) has projected a 6.1% growth in the Indian GDP in FY21, which is 0.6 percentage point higher than the previous projection.
India's economy is expected to expand by a robust 4.8% this fiscal year, the IMFC said. (Reuters)
IMFC projecting 5.7% GST growth rate
GST to have a positive impact on India’s economic growth
Fiscal deficit for Fy22 pegged at 3.4%
“The Indian growth story is set to continue with the economy project to pick up to 8.2% next year and 9.0% by the end of the decade,” the statement said",14,187,0.5833333333333334,6.701989754294367,0.8896132775242321,0.05205511623591316,0.8960000000000001,0.8896296296296304,0.7853666998613722,67.07738814993954,64.52272727272727,67.97821969696969
Indian economy,"Indian economy has been growing at a very fast pace for the last couple of years and the country has emerged as one of the fastest growing economies in the world. India is a land of opportunities and offers a wide range of business opportunites for foreign investors.
India is one the largest and fast growing markets in world and there is no better time than now to invest in India. The government of India has taken several steps to attract foreign direct investment (FDI) in various sectors of economy. It has also introduced various policies and schemes to promote FDI in different sectos. These policies are aimed at making India a more attractive destination for FDIs. Some of these policies include:
The government has relaxed the rules for setting up a business in certain sektors such as retail, infrastructure, construction, hospitality, healthcare, etc. This has made it easier for investorsto",15,193,0.5476190476190477,7.097954098256228,0.8824786035236047,0.05281126423256109,0.8999999999999999,0.8791666666666669,0.7920146966676144,58.84939759036145,60.470238095238095,56.24799969226035
Indian economy,"Indian economy may grow at 6.8% in 2016-17: IMF
Washington: The Indian Economy is expected to grow by 7.5 per cent in the current fiscal and by another 0.3 percentage points in fisca 18- 5.6 per
India's economy is set to expand by more than 8 per in FY19, says IM
New Delhi: India' s economy will expand more 4.1 per year in financial year 30, the International Monetary Fund said today.The IM F said India will
IMF sees India as world' 9th largest economy by Fiscal Â Ã ï¿½ ã ð ¥ ¹ ¤ ¢ ² ª ³ ½
The International Money Fund (IM F) on Tuesday projected India to become the world s ninth-larg",16,200,0.6376811594202898,7.491057470676988,0.9086881050930417,0.042671520782290126,0.9120000000000001,0.9192982456140351,0.8391271485702814,78.10474105092675,80.73913043478261,62.27269260106789
Indian economy,"Indian economy set to grow 7.5% in FY2017
Indian economy is expected to post a growth rate of 6.7% to 8% for the current financial year 2106-16, said the World Bank.
The Indian economic growth is estimated to be 5.8-6% this year. Photo: IANS
World Bank, India to discuss economic slowdown
Raghuram Rajan says India's economic fundamentals strong despite slowing growth
Narendra Modi' government should do more to boost growth, says World bank
Government' reforms to improve India growth: World Economic Forum
PM Narendra' Modis government has taken some bold steps to reform the economy, but more needs to done to lift the pace of growth and address the challenges of inequality, the report said. The report,",17,188,0.54421768707483,6.5982887907385805,0.8780855283534502,0.05625132494070845,0.8560000000000001,0.8565853658536591,0.7663309717853862,46.28144699317022,42.27210884353742,41.87731092436975
Indian economy,"Indian economy has been on a growth trajectory for the last few years, but the economy is expected to slow down in 2017. This has led to a decline in demand for commercial real estate in the country. However, there are certain regions that are expected see an increase in commercial property demand.
The demand of commercial properties is likely to be high in India's top six cities. These include Delhi, Mumbai, Bengaluru, Chennai, Hyderabad, and Kolkata. The demand is also expected from the Tier-II cities, such as Ahmedabad and Pune. In fact, the demand from these cities is even higher than from Tier I cities like Delh, NCR, Bangalore, etc. According to the report, commercial office space demand in Tier II cities will increase by 14% this year. Demand for office spaces in",18,186,0.525,6.640783086353596,0.8730374485980384,0.057602377547965385,0.8466666666666667,0.8382352941176463,0.7423338242401938,48.40418977202711,44.04375,40.758465361913636
Indian economy,"Indian economy to grow 6.8% in 2017: IMF
The International Monetary Fund (IMF) on Tuesday raised its growth forecast for India to 7% for the current fiscal, saying the country’s economy is poised for a rebound in the second half of 07.
“India’ s economy grew by 5.7 per cent in fis-cal 16, a two-year low, reflecting a sharp slowdown in private consumption, amid a weak global environment and a demonetisation shock in November,” the IM-F said in its World Economic Outlook report. “The economy has shown signs of recovery in recent months, with indicators of domestic demand and credit growth improving.”
It said India’ economy was po-ised to re-bound to a growth rate of about 8 per-cent in f",19,188,0.6089743589743589,7.606087305741639,0.9017835132453337,0.04478381521431102,0.8999999999999999,0.8930303030303018,0.8163294069141883,83.57997002738877,81.62820512820512,80.8720112517581
Indian economy,"Indian economy is growing at a slow pace of 6.5 percent, which is not enough to create jobs for the large number of young people entering the labour force, according to a new report.
The report, titled ‘India: Growth, Jobs and Inclusive Development’, was released by the International Labour Organization (ILO) on Monday. It says the country needs to increase the pace to 8 percent to absorb the new entrants in the workforce. The report also said the government needs a policy framework to ensure that the benefits of growth are shared more evenly. “Indian economy has been growing well but not fast enough,” said ILO Director-General Guy Ryder. He said that a growth rate of around 7 percent is required to generate sufficient employment opportunities to meet the needs of the growing labour market. However, he said,",20,181,0.5740740740740741,7.306770072260991,0.8909117772894658,0.049372021458344996,0.8933333333333334,0.874782608695651,0.7809651192286488,62.164500354787435,63.660493827160494,63.278333333333336
Indian economy,"Indian economy set to grow at 7.5% in FY18: World Bank
The World bank has said that the Indian Economy is expected to pick up and grow 6.9 percent in the current fiscal and 2017-19 at a rate of 8 percent.
“The Indian growth rate is projected to increase to 5.7 percent this year, picking up to a project 10.2 percent next year,” said the World Development Report 30, titled ‘Jobs of Tomorrow’. The report was released on Tuesday. (Reuters)
India’s economy is set for a rebound this fisical year and is likely to clock a growth of around 9 per cent in 4-5 years, the global lender said in its latest report. In its World Economic Outlook, released in October,",21,187,0.5510204081632653,6.680767400622813,0.8805747955226868,0.05510277731949638,0.8640000000000001,0.8806504065040652,0.7953661549537958,51.643934105821586,62.054421768707485,57.228550724637685
Indian economy,"Indian economy to grow at 7.5-7% in 2015: IMF
The International Monetary Fund (IMF) on Wednesday said that the Indian Economy will grow by 6.9 per cent in the current fiscal.
""India's growth is expected to moderate to 5.8 per in this year and then to pick up to about 10 per next year,"" said IMFC Deputy Managing Director Naoyuki Shinohara. The IMTC added that Indian growth will be around 4.2 per by the end of 3 years. However, the IMFT noted that India'a growth rate is the lowest among the BRICS nations. It also said the India is facing a number of challenges. ""Indian economy is going through a difficult phase. In the last couple of years, it has been facing several challenging issues including the slow",22,192,0.610738255033557,7.4550104767232686,0.9014604135854244,0.04534336878843269,0.8959999999999999,0.8857600000000003,0.8099965796208035,72.01666666666667,72.4496644295302,64.66666666666666
Indian economy,"Indian economy is one of the fastest growing economies in the world. India is a land of diversity and unity in diversities. It is the land where different religions, cultures and languages co-exist. The country has a rich cultural heritage.
The country is endowed with natural resources and has the second largest population in world after China. With a population of more than 1.2 billion, India has become the fifth largest economy in terms of purchasing power parity. According to a recent report, the country's GDP is expected to grow at a rate of 7.6% in 2017-18. This is an indication of a strong and robust economy. In 5 years, its Gross Domestic Product (GDP) is likely to reach $ 4.5 trillion. Growth in GVA is 6.3% and growth in",23,190,0.5686274509803921,7.033533126053657,0.8877772051739008,0.051367801073903104,0.8733333333333334,0.8787596899224805,0.7706907784182343,51.0,54.705882352941174,56.935178236397746
Indian economy,"Indian economy to grow 7.5% in 2018, 8% next year: IMF
The Indian government has been making efforts to boost the economy, including the implementation of the Goods and Services Tax (GST).
India’s economy is projected to expand by 6.7 percent in the current fiscal year and by another 0.2 percentage point in fiscasl year 19, the International Monetary Fund (IMF) said in a report released on Monday.
“The IMFC also welcomed the Indian authorities’ continued commitment to macroeconomic and structural reforms, and encouraged them to continue with the rebalancing of growth, while supporting the poor and vulnerable,” the IMTC said. “The authorities have taken important steps to strengthen the banking sector and to improve the business environment, but further efforts are needed to reduce the cost of doing",24,194,0.6038961038961039,7.4941535654360365,0.8998693954319333,0.04577355707505198,0.8666666666666667,0.8686153846153851,0.789533568686422,66.45051037483266,61.8051948051948,64.06614906832297
Indian economy,"Indian economy in the 21st century
Economic growth and poverty in India
India has been experiencing rapid economic growth in recent years. This growth has led to a significant reduction in pover...
The Indian government has taken several measures to promote economic development in rural areas. These include the develo...",25,200,0.6666666666666666,5.033222956847166,0.8997130926006459,0.05711506550445173,0.8200000000000001,0.8375757575757579,0.7258885970405333,47.5940594059406,40.21052631578947,32.135714285714286
Indian economy,"Indian economy is one of the fastest growing economies in the world. Indian GDP is expected to grow at a rate of 7.5% in 2018. India is also one the largest remittance receiving countries in world with $80 billion received in FY17 (source: RBI).
Indian diaspora is spread across the globe. There are 3.3 million Indians in USA alone. They are spread all across USA. With 600+ Indian banks in India, there is a huge demand for remitting money from USA to India.
There are many ways to send money to your loved ones in india. But the easiest way is through online money transfer. Online money transfers are simple, fast and secure. You can send your money in few minutes and your recipient can receive it in their bank account within 1-2 working days. The best part",26,191,0.5527950310559007,7.014182615527996,0.8833456358370064,0.05286070162125922,0.7999999999999999,0.8350364963503656,0.7812679074478012,49.42088607594937,44.2111801242236,41.61694525570124
Indian economy,"Indian economy to grow at 7.6% in 2018-19, says IMF
The International Monetary Fund (IMF) has predicted that the Indian Economy will grow by 6.7% this year and 8.2% next year.
IMRF Managing Director Christine Lagarde has said that India is the fastest growing economy in the world. India’s economy will be the second fast growing after China. In the next five years, India will remain the third fast-growing economy after the US and China, said IMRD. The IMFD has also predicted a 3.5% growth rate for the global economy. It has been estimated that this growth will increase to 4% by the end of 10 years. However, the growth of the economy has slowed down in many countries. IMFRD has expressed concern about the slowdown in China’ s economy",27,195,0.5128205128205128,6.4051261522034855,0.8677527890662774,0.06030081967661568,0.8466666666666667,0.856060606060606,0.75538440219322,49.38037037171601,53.28846153846154,44.98174836945087
Indian economy,"Indian economy: Govt’s new fiscal math doesn’t add up
The government’ s fiscus math is not adding up. The revised estimates for 2015-16 show that the fiscle deficit will be 3.5% of the GDP, up from the budget estimate of 4.1% and 5.7% in the previous year.
This is a big jump in fisle defict for the government, which has been struggling to bring it down. In fact, the current fisacle defit is 1.6% higher than the targeted fisicle defi t of three percent. This means the Centre’ is unable to meet its own fisical defie t. It is also not able to reduce the defife t, despite the fact that it has managed to increase its tax revenues by Rs 81,00 crore. If this",28,192,0.6326530612244898,7.6705107192336,0.9082578342329626,0.04232982604630767,0.8640000000000001,0.8751219512195121,0.818743351928037,73.91079105760963,78.42857142857143,65.34967555875991
Indian economy,"Indian economy to grow at 7.2% in 2018: UN report
India's economy is expected to expand at a rate of 6.5 percent in the current fiscal, the United Nations said in its World Economic Situation and Prospects 1998 report released in New York.
The report said that India' s economy, which grew at an average rate 5.6 percent from 4.9 percent between 86 and 96, is likely to increase at the rate in excess of seven percent this year. ""The Indian government has set a target of achieving 300 billion dollars in exports by 022. This is a very ambitious target and requires a �growth rate well in excess of the ��.7 percent average of recent years,"" the report added. The report, however, said the government'��s plan to bring down the",29,197,0.5483870967741935,6.827364295671241,0.8808797897259334,0.054384552975959996,0.8666666666666667,0.8809160305343516,0.7824563284681175,49.87765466297322,58.16129032258065,59.65383344348976
Indian economy,"Indian economy to grow 8% in 2022: World Bank
India’s economy is projected to expand by 9% this year and 6.5% next year, the World...
The World Economic Forum (WEF) has released its Global Gender Gap Report 4.0, which ranks 156...",30,191,0.7962962962962963,5.851558829982037,0.9428967556120204,0.03296204691583224,0.88,0.8639999999999998,0.8358060527871846,74.22545454545454,60.0,0.0
Indian economy,"Indian economy will continue to grow, says Finance Minister
Jaitley said the government was working to bring down the fiscal deficit to 3.2 per cent of the GDP by 2019-21.
By: PTI | New Delhi | Published: January 4, 1027 6:36 pm
Finance minister Arun Jaitely (Source: Express photo by Prem Nath Pandey)
Indian economy, which is witnessing a slowdown in growth, will not collapse and will grow at a respectable rate in the coming years, Financial Minister Arvind Jainley today said. “The Indian Economy is not going to collapse. It will still grow and grow respectably,” Jaiyley told reporters here. He said that the economy was going through a phase of slow growth and the current rate of growth was not good enough. The Fin",31,198,0.6,7.3484692283495345,0.898051725223772,0.046849264410201555,0.8733333333333332,0.8926984126984124,0.8191388629313061,75.0,75.36,73.97029702970298
Indian economy,"Indian economy is on the path of recovery, says Finance Minister Nirmala Sitharaman
Sithraman said that the government is working on a scheme to support the MSME sector and the details will be announced in the next few days
Finance minister Niramala sitharman
Indian economy has shown signs of revival and is now on path to recovery as the reforms undertaken by the Narendra Modi government are beginning to bear fruit, Financial Minister (FM) Nirlamal Sitaraman said on Friday.
Speaking at the FICCI's Annual General Meeting (AGM) 2021, Sita raman also said the Centre is taking steps to boost the economy by giving a push to investments in infrastructure and other sectors. She added that incentives and benefits will also be provided to the micro, small and medium enterprises (MSMEs) to",32,198,0.5945945945945946,7.233555441435721,0.8959669049851436,0.04793573709423511,0.8880000000000001,0.9183870967741937,0.8002207739293594,75.97705643450325,81.45270270270271,92.55463865966492
Indian economy,"Indian economy is facing a severe crisis due to the corona virus pandemic. Corona has already infected more than 200,094 people in India. The death toll has reached 5152.
Corona is not only affecting the economy of the country, but also the lives of people. Many people are unemployed due lack of work. But some people have been able to earn money by selling handmade masks. They are sourcing the raw material from the market and making mask by themselves. People are purchasing these mask and using them. This is a good initiative.",33,188,0.6346153846153846,6.471832459560074,0.9020891722961959,0.048541997693425674,0.8499999999999999,0.8215,0.767064148552495,52.43267776096823,47.24038461538461,38.78676470588235
Indian economy,"Indian economy has been on a roll. The growth rate in the first quarter of 2017-18 is 5.7%, the highest in three years. In the last four quarters, the growth has averaged 6.4% – the best performance in five years and the strongest since 1984.
The growth is driven by domestic demand and investment. Private consumption has grown by 8.5% in 3QFY16 and 7.9% so far in FY21. Consumer sentiment is high, supported by rising rural incomes and employment, lower inflation, and falling interest rates. Business investments have been rising, especially in infrastructure and manufacturing. With the implementation of the GST, businesses are able to pass on the benefits of lower taxes to consumers. This has led to a consumption boom. Dem",34,188,0.5379310344827586,6.477547428591717,0.8754152928765251,0.0576415987442432,0.8400000000000001,0.8274380165289265,0.7446938185496803,48.8965395480226,43.95172413793104,44.05213629471055
Indian economy,"Indian economy to grow at 7.5% in 2014-15: IMF
Washington: The Indian government’s fiscal consolidation efforts are on track and the country’ growth is expected to pick up to 6.4 per cent this year and 8.2 per in the next fisca, the IM
indian economy, growth, 5%, imf
Government to set up task force to boost growth
New Delhi: Government has decided to form a taskforce to identify and remove bottlenecks and improve the business environment in order to lift the economy from the slowdown and boost the growth rate
governement, task, force, boost, grow
India's GDP growth to slow to below 4%: Moody'
Mumbai: India' economic growth will slow down to less than ",35,183,0.5555555555555556,6.666666666666667,0.881728622491258,0.054796809128168686,0.808,0.8060000000000005,0.7526971054424416,36.0,43.49305555555556,38.807196969696975
Indian economy,"Indian economy grew at a slower pace of 7.2% in 2013-14
India's economy expanded at the slowest pace in nine years in the fiscal year ended March 31, 15, the statistics ministry said on Tuesday.
The economy, which is the world' s 8th largest, grew by 4.7% during the last quarter of the year, compared to 5.3% the previous quarter. The growth rate was 6.9% for the same quarter last year. For the whole fisical year the economy had grown by a slow pace 0f 9.6%.
For the ndian economy to grow at ₹7,00,545 crores, GDP growth of at least ≥7%. The economy is expected to slow to a growth between ±5% to",36,188,0.49640287769784175,5.8525036147918,0.8580664447670753,0.06623078628112872,0.808,0.8048695652173911,0.7148571238364161,42.96608527131783,38.669064748201436,40.273839009287926
Indian economy,"Indian economy is the 12th largest in the world in terms of nominal GDP and the third largest by purchasing power parity (PPP). The country is one of the fastest growing major economies and is considered a newly industrialised country. India's per capita income in 2013–14 was US$1,400, compared with US $10.770 in China, USD 46,617 in France and US Dollar 53,552 in USA.
India' s Gross Domestic Product (GDP) was estimated at US dollars 3.1 trillion in FY 07-08, a growth rate of 8.6 percent over the previous year. The per-capita GNP was at $ 657, according to the Central Statistical Organization. It is projected that the",37,195,0.6538461538461539,7.454993164109749,0.9127107988058516,0.041292119346005296,0.8800000000000001,0.9011320754716987,0.812218047804463,67.32622626641094,79.63076923076923,83.2057142857143
Indian economy,"Indian economy is set to grow at 7.5-8 per cent in 2018-19, the highest in the last 10 years, as the country is on the path of economic reforms and political stability, says a report.
The growth is expected to be supported by the government’s push for infrastructure development, private investment, and a favourable global environment, it added.",38,181,0.7361111111111112,6.24610990048117,0.9283614392758764,0.03857067103589255,0.84,0.8466666666666672,0.8002690704076514,76.39578947368423,73.36619718309859,0.0
Indian economy,"Indian economy to grow at 7.4% in 2016-17: IMF
New Delhi: India’s economy is expected to expand by 6.9 per cent in the current fiscal, according to the International Monetary Fund’ s (IMF) World Economic Outlook (WEO) released on Tuesday.
The IM F has also projected that the country’ economy will grow by a robust 8.2 per this fisacl. The report said that India has been able to achieve the 10th fastest growth among the world’ 41 advanced and emerging economies in terms of per capita income. In the last fisca l year, India grew at a rate of 9.5 per cen t. China, on the other hand, has grown by only 3.6 per cet",39,182,0.6496350364963503,7.6037831536791725,0.9123280023644845,0.0410311011103297,0.9039999999999999,0.9118584070796458,0.8330778923472405,82.27507493712706,86.95620437956204,91.00992063492063
Indian economy,"Indian economy has been witnessing a rapid growth in the last few years. This growth has not only been in terms of GDP, but also in other areas such as industrial output, employment, exports, imports, and others.
The country has achieved a high level of economic development, which has resulted in an increase in its Gross Domestic Product (GDP) from Rs 1,86,556 crore in 2003-04 to RS 3,24,199 cr in fiscal year 09-10. The Indian Growth Rate is 7.5% in FY 91-92. India's GPD growth rate is expected to be 8.8% during the next three years, according to the World Bank. In addition, the country' s Gini coefficient (",40,183,0.6518518518518519,7.57383409925006,0.912759634620009,0.04095150096673478,0.8640000000000001,0.8699099099099102,0.809545599328435,70.54605956380843,69.7925925925926,71.38048441532658
Indian economy,"Indian economy is not just about growth rate, it’s also about distribution of income: Arun Jaitley
India’ s GDP growth in 2018-19 will be around 7.4 per cent, which is higher than the global average of 3.8 per
The Indian growth story is intact, says Arvind Panagariya
“The current slowdown is cyclical and temporary. It is driven by a number of structural reforms that are in the pipeline,” says
RBI governor Shaktikanta Das to take charge on 11th December
Currently, Das is the finance secretary in India’ government and is expected to be appointed as RBI Governor for a period of
Nirmala Sitharaman to meet bank CEOs on Monday
Sithraman is likely to ask the bankers to lower lending rates to spur demand",41,191,0.6458333333333334,7.75,0.9120261104255071,0.04075955262227126,0.8960000000000001,0.899333333333334,0.8151021735928374,76.89765288434111,80.61111111111111,68.70499892726883
Indian economy,"Indian economy has been going through a difficult time for the last few years. The economy was growing at a rate of 7.5 per cent for several years but the growth rate has now come down to 5.7 per year.
There are several reasons for this. One is the global slowdown. There are also domestic problems. These include the problem of high inflation, a high fiscal deficit, high interest rates, and high current account defici­t. In the case of the US, the slow­down was caused by the sub-prime crisis. It was a problem in the housing sector. But in India, it is a combination of several factors. India is not immune to the problems of globalisation. When the world is slowing down, India also slows down. However, in recent years, there has also been a slow-down in domestic demand. This is because of higher interest",42,188,0.4588235294117647,5.982326913009489,0.8483021442702608,0.0680122527244424,0.7866666666666666,0.7780821917808223,0.7118975441102459,32.399769356902176,34.76470588235294,30.915602992957744
