Category,Prompt,Generated Text,i,MAX_LEN
Indian economy,the growth and sectoral composition of india's middle class: its impact on the politics of economic liberalization,"the growth and sectoral composition of india's middle class: its impact on the politics of economic liberalization and social equity
The purpose of this paper is to explore the impact of India' s economic reforms on its middle and upper middle classes (UMCs). It argues that the political significance of both groups is underestimated in the literature and that their interests are likely to play an important role in shaping India's political future. The paper first discusses the origins and characteristics of the UMCs as a social group in India. It then examines recent trends in household income distribution and consumption in order to assess whether the middle- and -upper middle – classes have grown in importance in recent decades, and how they are distributed across the country. Next, it examines how the growth of these groups affected the nature of political competition and conflict, in particular the rise of caste-based and class- oriented politics. This is followed by an analysis of how economic policy has shifted from one based on ""command and control"" to one emphasizing competition, markets and liberalizing policies. In",13,198
Indian economy,national and regional growth performance in the indian economy: a sectoral analysis,"national and regional growth performance in the indian economy: a sectoral analysis
Abstract (Summary)This paper analyses the growth experience of different industrial sectors and regions of India since 1970 using an input-output model. We also examine the contribution of each sector to the total output growth during the recent period. The model provides an explanation for the uneven distribution of income within the country and among different regions. While the share of agriculture in total employment has been declining, in terms of output contribution it has remained constant. In addition, while agricultural productivity has risen, output share in agriculture has declined. It is also observed from the model that the manufacturing sub-sector has contributed the maximum to both growth and employment in India. Among regions, Maharashtra has emerged as the most productive state in both absolute and relative terms in all the years since the early 1960s, with Tamil Nadu second.
Bibliographical Information:
Advisor:Majumder, S.C.; Gh",14,183
Indian economy,"shocks, economic growth, and the indian economy","shocks, economic growth, and the indian economy and growth.
Shocks to economic Growth - A case Study of India
by
V.Vipin Kumar
Abstract
This research paper analyzes the economic effect of the shocks to the Indian economy on its growth during the period 1956- 2008. In order to achieve this objective, various data series such as GDP data, inflation data etc. were used. It has been observed from the time series of GDP that the economy has faced a negative shock to growth due to various reasons. However the effect due the negative shocks has not been significant. The analysis also showed that a rise in inflation has led to a reduction in economic activity in India. Thus in order not to face the impact of negative growth shocks and to increase the rate of growth in the near future, the government has to reduce the level of inflation in a sustainable manner. Further it has also been noticed that India has experienced negative external shocks. Due",15,188
Indian economy,localising responsibility: the application of the harvard project on american indian economic development to australia,"localising responsibility: the application of the harvard project on american indian economic development to australia's first nations people. a case study analysis
This thesis presents an in-depth analysis and case-based study of two successful projects in the areas of education and health for Aboriginal and Torres Strait Islander people in Australia. The first case involves the Harvard Project on American Indian Economic Development (Harvard Project) and its efforts to improve social and economic life for American Indians in Indian Country. This study explores the impact of these efforts on the American Indigenous community and provides insights into how the lessons of Harvard can be transferred to Australia' s First Nations peoples.
The second case is a successful project in Western Australia that provides an alternative model of Aboriginal health care. It also explores why the Aboriginal Medical Service model is an effective approach to health services provision for remote Aboriginal people, and what lessons could be learnt for First Nation health. By exploring the successes and failures of both the Indian and the Australian Aboriginal initiatives, insights are drawn into effective ways of",16,189
Indian economy,indian economy: essays on money and finance,"indian economy: essays on money and finance
The Indian economy is the fastest growing in the world. It accounts for about five percent of global GDP and its growth has made it the fifth largest economy in nominal terms. The economy has experienced a high growth of about 8.5 percent for the last two decades, and has maintained this pace even during the global recession of 2009. In addition to this, India has also seen high rates of growth in its agricultural and industrial sectors. This growth is expected to continue for decades.
This book presents 10 essays that examine the major issues in India’s economic development. They are all written by leading researchers who have been working on India for a number of years. Together they cover a range of topics, including:
–the history of India
-the current economic situation and prospects
—the role of the state in economic policy
.",17,192
Indian economy,effect of covid-19 on the indian economy and supply chain,"effect of covid-19 on the indian economy and supply chain
Services
In fact, a report by the World Trade Organization (WTO) said that the pandemic is likely to cost global economies $9 trillion, or 9 per cent of gross domestic product. India will continue to be dependent on China to a very large extent in the medium term. The pandemic has also resulted in an overall decrease in demand across the world – which, in turn, has resulted into a sharp fall in commodity prices. While some have called it the worst crisis since the 1930s, we do not believe it will be as bad as the Great Depression... The effect on Indian economy was a 10 per … The impact of COVID- 19 has been felt across various sectors. As a result, the global economic slowdown has led to the collapse in oil demand, which has further contributed to oil prices to drop. However, it is also important for",18,182
Indian economy,"the indian economy, 1947-92. volume 2: population, poverty and employment.","the indian economy, 1947-92. volume 2: population, poverty and employment. [microform] / United Nations. Economic Commission for Asia and the Far East. Regional Bureau for South Asia.
By: United Nation. Econ. and Soc. Dept.Published: 1994Physical details: xl, l, p. xviii ; 26 cm. Year: c1996
Includes bibliographical references.",19,200
Indian economy,social accounting matrix to study the socio-economic linkages of tourism sectora case study of india,"social accounting matrix to study the socio-economic linkages of tourism sectora case study of india”
by Dr. P. V. S. Ramesh Kumar
The social accounting framework has been used to estimate and analyze the social impact of
tourism. The study provides a framework of the tourism social accounts for India based on
national income accounting (NIAA). The analysis suggests that, the total social product
account of Tourism sector in India has increased over 10% in the last decade i.e. from Rs.
1.4 lac crore in 2001-02 to Rs1,7lac crore iin 2011 -12, which is a 12% growth
rate over this period. In the year 2021 the Tourism social sector product will grow at a
10.8% CAGR which will reach 9 lac crores by 31.03.2022.",20,197
Indian economy,economic reforms in india since 1991: has gradualism worked?,"economic reforms in india since 1991: has gradualism worked?
Economic reform since liberalisation has been slow in India. The country has made some significant progress, yet the country’s economy is still in a mess. This article discusses the economic reforms since the liberalisations.
The liberalizations in 1987 and 2013 brought many changes to the economy of India and it has had an effect on the Indian economy in the past 3 decades. In 1972 the Congress government introduced a five-year development plan and this led to increased industrialization and urbanization of the nation. However, this plan was not enough to solve the problems facing the society and economy. So the second liberalization, which took place in January 2021 was necessary. There have been several changes in economic activities since then, including privatization. But there are still many problems in terms of economic growth. It has not been able to increase the standard of living of its citizenry. Moreover, it",21,188
Indian economy,foreign direct investment and economic activity in india,"foreign direct investment and economic activity in india
Foreign Direct Investment and its Impact on India's...
foreign investment in India in the manufacturing sector. 2. Foreign investment flows. India attracts a significant amount of foreign investment inflows. In the period between 1990–01 and 2003–04, inflow of FDI in manufacturing grew at an annual rate of 19.7 per cent. During this period the inflw of Foreign Capital …
FDI and Economic Growth - World Bank Group
India’s economy is expected to be affected by a decline of international foreign direct investments (Fdi) into India, which will be caused by political tensions around the world and also a decrease in demand for goods due to the slowdown in economic growth in China.
The Impact of International Direct Investments in....
Impact of FDIs on the Indian Economy | FDPI & EDI ",22,182
Indian economy,where's the glue? institutional and cultural foundations of american indian economic development,"where's the glue? institutional and cultural foundations of american indian economic developmentDownload Book Where'S The Glue? Institutional And Cultural Foundations Of American Indian Economic Development in PDF format. You can Read Online Where’S THE GLUE? INSTITUTIONAL AND CULTURAL FOUNDATIONS OF AMERICAN INDIAN ECONOMIC DEVELOPMENT here in Pdf, ePub, Mobi or Docx formats.
Where S The GlueAuthor : William R. Theophilus
ISBN 10 :.
Cultural Foundations And The American IndiansAuthor(s) / Author (or Organization) Information
The American West, 1860-1880.",23,194
Indian economy,reflections on the growth process in the indian economy,"reflections on the growth process in the indian economy
Reflections On The Growth Process In The Indian Economy
1.0 Introduction
The Indian economy is one of the fastest growing in Asia, which has been growing at an average rate of 6% per annum over the last two decades and has grown at 4% over last decade.
2.1 Background
In the early nineties, the Indian macroeconomic environment was characterized by a low growth rate, high inflation, and a large fiscal deficit. In an attempt to revive the economy and improve macro-economic management, a number of structural reforms have been initiated and the macro management of economy has undergone significant changes since 1991 with the initiation of economic reforms. The reforms are based on a liberalized trade regime and opening to foreign investment, reduction of government intervention, improved governance and transparency in economic management. It has improved macro stability and reduced volatility in growth. Since the reforms of early 90’s, Indian growth performance has also improved and",24,194
Indian economy,"agricultural sector: status, challenges and it's role in indian economy","agricultural sector: status, challenges and it's role in indian economy
- Details
Agriculture is the largest sector, employing nearly three-fourths of the Indian population. It accounts for nearly 14 percent of India' s gross domestic product (GDP). About 56 percent.
The Indian economy is predominantly agrarian, with agriculture accounting for 19.6 percent percent - in a year when the economy has grown only 2.2 percent..
India has a long and rich tradition of agricultural research and development and has made important scientific advances in recent decades. Its scientists have made major contributions in the areas of plant breeding, soil conservation, irrigation and agricultural meteorology. The country has also developed a variety of high-yielding, drought-resistant crops, such as the improved varieties of groundnut, pigeonpea, cotton and wheat. In the 1980s, India developed an effective and cost-efficient system of integrated nutrient management and fertilizer use, and achieved a major",25,191
Indian economy,asia before europe: economy and civilisation of the indian ocean from the rise of islam to 1750,"asia before europe: economy and civilisation of the indian ocean from the rise of islam to 1750Download Book Asia Before Europe: Economy And Civilisation Of The Indian Ocean From The Rise Of Islam To 1775 in PDF format. You can Read Online Asia Until Europe here in Paperback form.
As
Asia Before (ePub)
This book presents the state of knowledge as it stood in 1973. It is intended as an introductory survey of Asian history, but it is also a study of cultural and religious influences which had long-term implications for the evolution and development of societies. The book will be of value to students, teachers and researchers in a wide range of disciplines. As an introduction to the subject, it may also be useful to those in the wider fields of economic development, social development and migration. 'The book is written in an easily understandable style by a scholar who is obviously very familiar with the material.' Times Higher Education Supplement.",26,186
Indian economy,world bank and india's economic development,"world bank and india's economic development
About
Portfolio
Contacts
In the mid-1990s, when the World Bank’s country assistance program was launched, Indian development agencies had a strong track record in providing services and infrastructure, but little experience with economic reform. The bank'… (2015) has shown that India is a major source for foreign direct investment, which can boost the economy of recipient countries. In 1995, World bank started the Country Assistance Strategy … This paper reviews the role of multilateral development banks in Indian economic reforms since 1951 when India started receiving technical and financial assistance from the international community. It also has a lot of potential that can be developed through foreign investment.... The World Trade Organization – India Agreement, 2004. However, the government has to be careful of the fact that the country has become an emerging market and there are many foreign investors coming into the Indian economy. World Development Indicators is the",27,191
Indian economy,india's economic reforms,"india's economic reforms
- The Indian government has announced a slew of measures to ease the impact of the Covid-19 pandemic, including a $22.5 billion (around Rs 153,000 crores) stimulus package. The measures are part of a stimulus of over 8.4 percent of India'…
The HinduBusinessLine.com | May 26th, 2020
India' …. ""
NDTV.Com - India / World : May
2021, India has been hit by a wave of protests and violence in
which at least 21 people have been killed and more than 500 injured
over the last two weeks, with farmers, students, and activists
taking to the streets across the country to demand the rollback
of a new agricultural law.
Reuters. In a
letter to farmers on Sunday, the government said that the
protests were being orchestrated",28,192
Indian economy,is india's economic growth leaving the poor behind?,"is india's economic growth leaving the poor behind?
the answer to that question is an absolute no. india’s poor has benefitted more from the economic reforms than any other group in the country.
but it is also a fact that india, as a growing economy has also left behind the poorest among the lot. the rural economy, the agricultural sector and the small-and-micro enterprises have been adversely affected as the economy moved on from a centrally-planned to a market driven one. in other words, india has moved away from an economy that was primarily led by the state to the one that is led primarily by market forces. and this has had its impact on some of the sectors of india. especially the agriculture and rural sector – india is a highly agrarian country with 67% of its work force still living and working in rural areas. so this sector is of paramount importance to india as it has the ability to pull many other sectors up with it. this is why it was so important for",29,196
Indian economy,effect of water borne diseases on indian economy: a cost-benefit analysis,"effect of water borne diseases on indian economy: a cost-benefit analysis
The study of health-economy nexus has become more prominent in the last decade. The objective of the present paper is to estimate the health loss in terms of present value (in crores of rupees) due to waterborne diseases, which are caused by the presence of pathogenic microorganisms. A model is used to analyse the effects of diseases such as cholera, diarrhoea, hepatitis, jaundice, malaria, dengue, encephalitis, typhoid, and tuberculosis. In the model the total health expenditure of a country is divided into two components namely the direct costs incurred on the treatment of patients and loss of productivity of healthy people. Direct health expenditures on treatment are estimated based on data from WHO and the World Bank, whereas the loss due of lost productivity is estimated using data on productivity loss from the National Commission on Population.
We find that choleramainsl cause an expenditure",30,185
Indian economy,the dynamics of west indian economic integration.,"the dynamics of west indian economic integration.
by the author of ""a history of the caribbean"" / john h. williams, jr. ;
with the collaboration of george m. mcdonald
Published 1967 in New York, by Praeger [c]1966.",31,196
Indian economy,money and finance in the indian economy,"money and finance in the indian economy
About
Map
The Indian economy is the 9th largest economy in terms of nominal GDP & 5th in PPP terms. The financial system in India is a highly regulated industry that is divided into different segments and governed by different regulators. Indian banks, however, are the only ones to be allowed to operate outside the country’s territory. As the Indian stock market is one of the top ten most capitalized stock markets in Asia and the third largest in emerging markets. It is also the second-largest country by area and, after China, the most populous country of South Asia with about 1.3 billion people. India has 4 types of banks; Public sector banks (PSBs), Cooperative banks and regional rural banks. In the financial sector in india, banks are considered the backbone of any economy. A few other notable features of India’ s financial systems are as follows: India also has a strong insurance sector. For example, in 201",32,198
Indian economy,the indian economic success: a challenge to some race relations assumptions,"the indian economic success: a challenge to some race relations assumptions
The Indian economy is on track to become the fourth largest in the world and its economic growth is the fastest of all emerging markets. This paper examines why this is so. We argue that two factors are most important: the rapid increase in India's stock of knowledge - the result of an educational investment programme that was begun in 1973 [1] and the adoption in that same year of a'market friendly' macro-economic policy. These two features have led to rapid growth of the manufacturing sector, and with this growth has come a rise in productivity and a substantial increase is labour skills. The second part of this paper discusses the implications of these developments for a race-relations theory of economic development. Our analysis of Indian data indicates that the increase of India in economic performance and labour productivity has taken place at the expense of labour and income shares of China. While this suggests that India is not on a similar path to East Asia, the data also indicate that,",33,198
Indian economy,trends and tendencies in indian economic history,"trends and tendencies in indian economic history
This is the first part of an ongoing series of articles on the history of India’s growth and prosperity.
The second part will deal with the period from 1870 to 1950, and the third part with that from1951 to the end of the 20th Century. Part one will cover the pre-colonial period. It will look at the role that trade, migration, technology and capital played in the economic success of ancient and medieval India. The article will also look into the impact of British colonialism on India and how the country’ s economic progress was influenced by that period, before finally moving on to discuss the colonial legacy and India after independence.. This will be followed by a detailed discussion of post-independence India from the early 1960s to today with special attention to recent trends and developments. We will conclude this section with a brief look forward.",34,184
Indian economy,growth of indian multinationals in the world economy: implications for development,"growth of indian multinationals in the world economy: implications for development
The growth of the global economy in recent years is the outcome of increasing interdependence of national economies. The Indian economy has experienced this development to a lesser degree than many other economies, especially in its outward orientation. It has also not been able to attract much FDI to its economy, though there has been some increase in inward F.",35,186
Indian economy,colonialism and indian economy,"colonialism and indian economy
In this article we will discuss the effect of colonialism on Indian economy.
Colonial India
- In 1600, the Portuguese established a trading station called Calicut, and in 1612 a factory in Cannanore. In the early 18th century, Dutch and British traders came to India. The British were the largest traders, followed by the Dutch, Portuguese and then the French. …
-....
India
The British East India Company
It was in the mid 17th. century that the British began to establish trading posts and factories in India and later became the sole rulers of the country. They also came in contact with other foreign traders in other parts of India like the VOC and the Danish East Indian Company in Ceylon. By the end of this century the Company had a monopoly of trade in Asia and controlled trade and navigation with all Asian countries. It also established its supremacy in China and Japan. Later",36,195
Indian economy,foreign direct investment and macroeconomic factors: evidence from the indian economy,"foreign direct investment and macroeconomic factors: evidence from the indian economy 2000-2009
AbstractThe main purpose of this study is to analyse macro economic determinants of foreign direct investments (FDI) by using time series data for the period 1991-1999 for India. The analysis is based on the autoregressive distributed lag – ARDL, co-integrating and error correction model, which provides an empirical analysis of determinants and dynamics of inflow of FDI. We find that real exchange rate, foreign exchange reserve, and trade openness have significantly influenced the inflows of direct foreign investments. This indicates that the real interest rates and exchange rates have direct bearing on F: 2013.",37,199
Indian economy,did india's economic reforms improve efficiency and productivity? a nonparametric analysis of the initial evidence from manufacturing,"did india's economic reforms improve efficiency and productivity? a nonparametric analysis of the initial evidence from manufacturing and services
The paper analyzes the evidence on the economic impact of industrial policies in India by using a new methodology that does not rely on standard productivity decompositions. The analysis is based on a newly constructed panel of firm-level data from 1978 to 1990 for manufacturing, and 1981-1992 for services. Using a ""non-parametrized"" approach for estimating the productivity equation, a strong and statistically significant decline in the manufacturing sector is found. This decline is more pronounced and longer lasting in services, but it is not statistically different from the decline found in manufacturing. However, in a second stage of estimation, the effects of economic reform on efficiency are also estimated. In both manufacturing (for 2-digit SIC) and Services ((for the ISIC4-classification of 7-digits), the reforms are found to increase efficiency",38,181
Indian economy,the political economy of technological innovation in indian agriculture,"the political economy of technological innovation in indian agriculture.
- Publication:
-)
Abstract
This article explores the impact of public policies on the technological change in Indian agriculture since independence. It argues that India's agriculture has been characterised by a “dual technological structure” - a combination of imported and indigenous technologies. In spite of significant state intervention in agriculture, this dual structure remained intact. The article traces the emergence of this structure and its consequences. A new model of agricultural development, based largely on imported technologies, was introduced from the early 1960s. However, the state continued to play a crucial role in the development of the agricultural extension system, which promoted the adoption of new technologies by small farmers. This model proved incapable of providing a sustainable development path, however, as it was based on an unsustainable pattern of production which relied heavily on external inputs. As a result, by the mid-1990, India had become highly vulnerable to international fluctuations in agricultural prices",39,189
Indian economy,what determines indian economic success?: evidence from tribal and individual indian enterprises,"what determines indian economic success?: evidence from tribal and individual indian enterprises
In this paper, we investigate why tribal enterprises are more successful than individual enterprises in the Indian economy, which is characterized by a high degree of informality. We show that tribal enterprise success is driven by two main factors: the tribal identity and the social networks that are formed among tribal members. Our analysis, based on a sample of tribal firms and on the individual-level data of the NSSO Household Survey, suggests that the success of a tribal firm is a function of its membersâ€™ social interactions. In the case of individual firms, the level of success depends on its ability to create social and business links. The analysis suggests a mechanism through which social network effects might explain the observed tribal-individual enterprise gap in India.
Saved in favorites
Similar items by person
The effect of credit constraints on household welfare: Evidence from the rural Indian context
Gandhi, Manoj K",40,181
Indian economy,the role of trade and international economic policy in indian economic performance,"the role of trade and international economic policy in indian economic performance, 1991-2002 (world bank working papers)Download Book The Role Of Trade And International Economic Policy In Indian Economic Performance,1993-1994 2 in PDF format. You can Read Online The role. role - The World Bank Working PapersDownload The trade role in Indian economic growth: A structural analysis using a cointegration approachDownload
The trade-growth nexus in the Indian economy is investigated in this study using co-integration techniques. The results from the study support the existence of long-run relationship between trade with India and its economic.",41,200
Indian economy,"covid-19 and indian economy: impact on growth, manufacturing, trade and msme sector","covid-19 and indian economy: impact on growth, manufacturing, trade and msme sector (in brief)
The Indian economy is expected to grow at 2% in FY2021, which translates into a contraction of around 5%. The growth in 2022 is estimated to remain at a similar level of 6% or above. The Indian growth has been affected by covid 19, due to lockdown, the economy has seen a decline of over 25%.
However, there is some respite now as the lockdown is over. But the economic revival is not expected anytime soon.
Impact of covid- 9 on Indian Economy
- Manufacturing and trade: Due to covid and lockdown the manufacturing and the trade have been severely hit. Due Covid, Indian manufacturing activity has fallen to 51.2 in April 2019 from 58.3 in the previous month. This was the lowest since March 2009. It is the fifth consecutive month of decline. In May, India’s",42,187
Indian economy,"collaboration and conflict: european and indian capitalists and the jute economy of bengal, 1919-39","collaboration and conflict: european and indian capitalists and the jute economy of bengal, 1919-39
The study examines the relationship between capital investment, production, and employment in the Jute-Textile industry in Bengal in 1920. It also explores the role of the state and local government in promoting investment by European and Bengali capital in order to develop the industry.
- $15.99
Not yet published",43,186
Indian economy,a study of fdi and indian economy,"a study of fdi and indian economy - free download as pdf file (.pdf), text file. a study on fii inflow, economic growth, and stock market (fii.pdf) fiii. the study was conducted using time series data of indian economic scenario for the period 1992 2010..study on the impact of foreign direct investements on indian..., study is an attempt to investigate the f di impacts of india, china and south african economies and the factors determining foreign investment in india. foreign.
a.f.e and foreign exchange management act, 1947. indian forex policy in the last few years has become more liberal and flexible to attract the desired flow of investment. fxm has been an integral part of the indian foreign trade policy. india is a member of multilateral and bilateral agreements and arrangements like the.foreign currency deposits, foreign currency loans & foreign
foreign investors are not able to buy shares directly. 2.3 capital",44,200
Indian economy,indian economy since independence.,"indian economy since independence.
(b) Explain the concept of 'GDP at factor cost'.
OR
'India is moving towards a mixed economy from the days of planned economy. Explain this view'
Ans:
The Indian economy has been in the process of a gradual transition from a planned to a market economy - a shift from command to competition. This is the most significant and important change that has transformed the economy in a post-independence period. The process is gradual as the Indian state is still the dominant force in determining the direction of the economic policy, and the state remains the major employer in both the public and private sector. As the transition takes place the market and state continue to operate in parallel, but with increasing convergence. It is therefore important to understand the relationship between the two and also to appreciate the differences between them as this will help in understanding their respective roles and functions.. For example, the government continues to intervene in markets for the sake of price stability, to promote",45,200
Indian economy,impact of climate change on the indian economy: evidence from food grain yields,"impact of climate change on the indian economy: evidence from food grain yields.
- Sushil Kumar & Rattan Lal, 2004. ""Agricultural Productivity, Climate Variability and Food Security in the Developing World,"" Journal of Applied Economics, Universidad del CEMA, vol. zero, pages 1-21. full text for ScienceDirect Subscribers only.",46,186
Indian economy,the indian economy since liberalisation: the structure and composition of exports and industrial transformation (19802000),"the indian economy since liberalisation: the structure and composition of exports and industrial transformation (19802000)
Date2019-12-11
Author
MetadataShow full item record
Abstract
This study aims to examine the changes in structure, composition and performance of India's exports in the context of economic reforms and structural transformation. It seeks to answer the following questions : 1) How have changes affected Indiaâ€™s trade structure? 2) What has been the impact on India of the shift towards export-led growth? Has it been beneficial or detrimental? And 3) Is the export growth pattern different for different sectors and groups of states? The analysis is based on a set of data covering the period from 1979/80 through 2006/7. The data used for analysis covers the pre-reform era, the reform period, and the post reform era. An analysis of export structure is carried out using the product space concept. Using the concept of",47,180
Indian economy,"indians, merchants, and markets: a reinterpretation of the repartimiento and spanish-indian economic relations in colonial oaxaca, 1750-1821","indians, merchants, and markets: a reinterpretation of the repartimiento and spanish-indian economic relations in colonial oaxaca, 1750-1821.",48,188
Indian economy,what can tribes do?: strategies and institutions in american indian economic development,"what can tribes do?: strategies and institutions in american indian economic development, 1865–2000.
What can Tribes do? Strategies and Institutions in American Indian Economic Development,
2001, by Robert A. Kauffman. Published by University Press of Colorado and
the American Institute of Indian Studies, University of Texas. This book is also
available in a special edition for the National Congress of American Indians. The
hard copy can be ordered from Amazon, and the special editions are available through
Amazon and other book merchants, as well as directly from the publisher (see).
The “What Can Tribez” study of Native
Americans’ participation in the national economic growth and development
processes since passage of the 1985 Indian Self-Determination and Educational Assistance
Act. ()
This book provides an understanding of
how American tribes functioned to achieve their economic and political goals, both
historically and currently",49,181
Indian economy,the role of small enterprises in indian economic development,"the role of small enterprises in indian economic development
About
Map
Contacts
In this context it is important to point out that the government has been trying to provide some support by providing a loan at subsidized rate of interest of 3 percent. This is the main reason why the number of SMEs in India has increased over the years. [11] In India, the growth of Small and Micro Enterprises can be linked to the development of a number a small scale industries. As a result, they can also help in reducing the unemployment level as it provides more employment opportunities to many. The government of India is also working on the policy of encouraging SMEs through various programs. It is believed that if the SMEs grow, then India will develop faster and more efficiently. SMEs provide the employment in the unorganized and informal manufacturing sector. Small scale sector is not only providing jobs but it also provides employment to millions of people who can earn their livelihood from this sector and this is very important for a developing nation like India. A study shows that SMEs contributed",50,199
