Category,Prompt,Generated Text,i,MAX_LEN
Indian defense,the india-israel defence and security partnership at 30,"the india-israel defence and security partnership at 30
the indo-pakistan nuclear relationship
india’s nuclear doctrine and the question of credibility
The India-Israel Defence and Security Partnership: An Evaluation
Pakistani Politics and its Implications for India
India's Nuclear Doctrine and The Question of Credibility",11,184
Indian defense,the limits of the india-united kingdom defence relationship,"the limits of the india-united kingdom defence relationship
India and the United Kingdom (UK) are two of Europe’s oldest democracies. They are also two countries with a long history of mutually beneficial relations. India is the UK’...
The UK-Indian defence partnership: building a strategic relationship for the future
As Prime Minister Narendra Modi’ s visit to the U.K. draws near, the defence and security relationship between the two nations is one of great potential.
UK-Sri Lanka relations: a new beginning?
After a period of relative estrangement, UK and Sri Lankan relations are being reinvigorated. The UK is helping Sri...",12,186
Indian defense,contract management in defence contracts with specific reference to indian defence public sector undertakings﻿,"contract management in defence contracts with specific reference to indian defence public sector undertakings﻿
﻿﻿CONTRACT MANAGEMENT IN DEFENCE CONTRACS WITH SPECIFIC REFERENC TO INDIAN DEFRENSE PUBLIC SECTOR UNDERTAKINGS﻿M.Tech (Management) Thesis submitted in partial fulfillment of the requirements for the award of degree of Master of Technology (M Tech) in Management Department of Management Studies Indian Institute of Technoloy Kharagpur - 721302﻿Adviser : Dr. N.S. Kulkarni﻿July 2012
Table of ContentsCHAPTER - IINTRODUCTION......................................1 1.1 Background of Study............................1-2 ﻿1﻿.2 Objectives of study.....................2-3 3.3 Scope of Research..................3-4 4.",13,194
Indian defense,defence industry in india,"defence industry in india
India's Defence Industry
The Indian defence market is expected to be worth $100 billion in the next decade, with an annual growth rate of 7-8 per cent.
In the past, the defence sector was considered a ""closed shop"", with the government controlling all aspects of it. However, in recent years, there has been a gradual opening up of the sector, and it is now possible for private companies to enter the market. This has led to a number of new players entering the field, including some of India' s largest companies. In addition, foreign companies are also increasingly active in India, particularly in areas such as aviation and shipbuilding. As a result, India is becoming an increasing important player in global defence markets.",14,187
Indian defense,supply chain and customer ralations: an indian defence company perspective,"supply chain and customer ralations: an indian defence company perspective
The Indian defence industry has seen significant changes in the last two decades. The liberalisation of the economy and the opening up of new avenues for private players in defence sector have resulted in a new scenario. There is a need for better understanding of supply chains and their relationship with customers. This paper provides an analysis of how a defence PSU has adopted the concept of SCOR and how it has helped in managing customer relationships.
Keywords: SCM, SC, Supply Chain, Customer Relationship, Defence, PSUs
A. S. Prasad, supplychain andcustomer r alations : anindiandefence company perspectives, in Proc. of 2009 1st Int. Conf. on Global Business, Economics, Finance and Social Sciences (GBEFSS), vol. 01, pp.243-250, 6-7 Feb.1",15,198
Indian defense,nehru's concept of indian defence,"nehru's concept of indian defence
India’s Defence Policy: An Analysis
By: A.S. Pillai
The book analyses India’ s defence policy in the light of the changing global scenario. It is an attempt to analyse the present defence scenario and to evolve a defence doctrine which will enable India to emerge as a major power in this century. The book is divided into three parts. Part I deals with the general aspects of India s Defense Policy. This part dealt with various aspects such as the concept and objectives of defence, the factors affecting defence and the Indian Defensive Strategy.
Part II dealed with India' s Military Strength. In this part the author has analised the strength of Indian armed forces, its capabilities and limitations. He has also discussed the role of nuclear weapons in India's defence. And Part III deald with Indian Strategic Concept. Here the",16,190
Indian defense,indian defence budget: fact and fantasy,"indian defence budget: fact and fantasy
Indian Defence Budget: Fact and Fantasy - I
In his blog, the writer argues that the Indian defence establishment has been systematically underfunded for years. He also arguably suggests that a part of the budget should be used to create a ‘peace dividend’.
The Indian military has always been under-resourced and undervalued. It is not just the army, but also the navy and the air force. The Indian Air Force (IAF) has not been able to replace its ageing fleet of MiG 21s and Mirages, while the Navy has had to operate with an age-old fleet, which includes 1960s vintage destroyers and frigates. And the Army, well, it is a story of its own. So, there is an urgent need to increase the defence expenditure. However, this does not mean that we should increase it blind",17,200
Indian defense,us-india defence ties: the limits to interoperability,"us-india defence ties: the limits to interoperability
India's decision to buy 145 M770 howitzers from the US is a welcome move, but will require a lot of work to make them inter-operable with the Indian Army.
The M-769A2 Paladin Howitzer is an American 8-wheeled self-propelled howitzer. The Paladins are being supplied to the India by the United States. (Photo: Reuters)
New Delhi: India' s decision last month to procure 750 M109 Palmard self propelled guns (SPG) from US has been welcomed as a major step forward in the long-running quest to modernise the country'' arms. India has long been interested in acquiring these guns, which have been in service with US for over 55",18,181
Indian defense,"make in india in indian defence: a prospect of development for micro, small & medium enterprises","make in india in indian defence: a prospect of development for micro, small & medium enterprises
India’s defence industry is one of the largest in the world, with a total defence budget of around $60 billion. However, India’ s defence manufacturing industry has been slow to develop, and the country’ S defence procurement policies have been criticised as being too restrictive and too focused on Western suppliers.
The Indian government has recently announced a number of initiatives to promote the development of India S micro and small enterprise (MSME) sector, which is a key component of its Make in India programme. These initiative include the establishment of a National Defence Manufacturing Policy, the creation of an MSME Development Fund, a scheme to provide financing to MSMs for defence projects, an increase in procured from MSMS, as well as a range of other measures. The aim of these initiate is to support the growth of MSSE in defence, to increase their participation",19,190
Indian defense,restricting the attrition with emotional intelligence in defence services (with reference to indian air force),"restricting the attrition with emotional intelligence in defence services (with reference to indian air force)
Author(s): Shashi Kumar
The present study is aimed to investigate the relationship between emotions and attriton in Defence services with special reference in Indian Air Force. The study has been carried out with the following objectives:
To study the level of emotioanl intelligence of the officers of Indian air Force
to find out the role of Emotional Intelligence in preventing attritation in the Indian defence forces.
A total of 200 officers from Indian Armed Forces were selected for the study. Out of these 107 are from the Army, 65 from Air force and 38 from Navy. All the participants were given a questionnaire to measure Emotion intelligence and another questionaire to assess the prevalence of attriction.The data collected was analyzed by using Pearson correlation. It was found that Emoional IQ is positively related",20,189
Indian defense,singapore-india defence relations: the singapore perspective,"singapore-india defence relations: the singapore perspective
SINGAPORE-INDIA DEFENCE RELATIONS: THE SINGA
This paper examines the Singapore-India defense relations in the context of the evolving regional security environment. It begins by outlining the background to the relationship and the main areas of cooperation. This is followed by a discussion of some of Singapore's concerns about India' s defense posture and capabilities. The paper then examined some implications for the future of bilateral defense co-operation and concludes with some recommendations for further enhancing cooperative ties.
Singapores defense policy is based on a three-pronged strategy of deterrence, diplomacy and defense. In the event of a threat to its territorial integrity, Singapore would duly respond, but would also seek to resolve the problem through diplomatic means. If this proved unsuccessful, it would take all necessary",21,193
Indian defense,"contemporary political leadership in india: george fernandes, defence minister of india","contemporary political leadership in india: george fernandes, defence minister of india, 1998-2004
Fernandese, George
This book is a comprehensive study of the life and political career of George Fernandis (1890-1055), one of India's leading political figures in the post-independence period. The author, who was a close friend and colleague of Fernandez, provides a detailed account of his life, from his early days in Goa to his death in New Delhi. He also examines Fernan...
The author of this book, a leading Indian political figure, offers a unique and fascinating insight into the political life of one
of India’s most influential and charismatic leaders. This book provides an intimate and personal account
by a man who knew him well.
A.J.Ayroor
George Fernades
contemporary political leaders",22,190
Indian defense,designing a framework for bidding and estimating life cycle cost in indian defence sector: a systematic approach,"designing a framework for bidding and estimating life cycle cost in indian defence sector: a systematic approach.
A systemic approach for design and development of a bid and estimate framework in the Indian defense sector is proposed. The proposed framework is based on the concept of life-cycle cost (LCC) and is designed to be used by the defense procurement agency for evaluating the bids and estimates submitted by vendors. It provides a comprehensive and integrated approach to the evaluation of biding and estimation, which can help to improve the quality of the procured products and services and reduce the overall cost of acquisition.",23,197
Indian defense,india-us defence cooperation: expectations and prospects,"india-us defence cooperation: expectations and prospects
India and the United States share a long history of cooperating in defence and security, and have been partners in many of the world’s most pressing security challenges. The US is India’ s largest defence supplier and is also India s biggest source of defence equipment.
The US-Indian defence relationship has grown rapidly over the last decade. In 2005, the US and India signed the New Framework for the Defence Relationship, which provided the basis for a comprehensive bilateral dialogue on defence issues. This dialog has resulted in a number of initiatives, including the establishment of a joint working group on military-to-military co-operation, a new joint military training program, joint exercises, defence industry co -operation and other initiative to strengthen bilat-eral security co operation.",24,189
Indian defense,foreign direct investment in defence sector: security concern or strengthening india's defence,"foreign direct investment in defence sector: security concern or strengthening india's defence?
the indian government is planning to relax the foreign investments in the defence manufacturing sector. the move is aimed at boosting the indigenous defence production and to meet the demand of the armed forces.
in the last few years, the government has allowed foreign companies to set up joint ventures in certain areas of defence, including manufacture of small arms and ammunition, and also allowed them to bid for certain projects. however, foreign equity in manufacturers of military platforms is still limited to 26%.
a report by the commerce and industry ministry has recommended that foreigners should be allowed to invest up to a maximum of 49% in companies that manufactures defence equipment. this would include all types of weapons, military vehicles and aircraft, among others. at present, only foreign firms that are engaged in small-scale manufacturer",25,180
Indian defense,study of indian defence offset policy and its impact on growth of aerospace industry,"study of indian defence offset policy and its impact on growth of aerospace industry
Indian Defence Offset Policy and Its Impact on the Growth of the Aeros...
A Study of Indian Defense Offsets Policy & Its Effect on G... 1.0 Introduction 2.1 Indian defence industry has been growing at a healthy rate of 8% in the past 5 years. This has resulted in a requirement for more defence equipment and has also resulted
Text of study_of_indian_defence_offset_policy_and_its_impact_on_growt
1 A Study Of IndianDefense
Offset Policy And Its
Effect On GROWTH Of
The AEROSPACE INDUSTRY
2 3.5 4 6 7 9 0 Â Ã
Ã � �� ã
� â
Â�
���ã�å�ä",26,185
Indian defense,"differences in occupational commitment amongst scientists in indian defence, academic, and commercial r&d organizations","differences in occupational commitment amongst scientists in indian defence, academic, and commercial r&d organizations
S.K. Dhawan, P.C. Sharma, N.Srivastava, S.D. Singh
This paper reports the findings of a study on the differences among scientist in defence and academic organizations, in India, on occupations commitments. The study is based on a survey of 180 scientisits working in three organizations. It was found that scientifists working with defence organization have a higher level of occupaional commitmment than those working for academia and industry.
Dive into the research topics of 'differences in occuptional commitement amongst scienctistsin india defence academic and commerical r<sup>d</sup>&d organiasations'. Together they form a unique fingerprint.",27,199
Indian defense,sub-imperialism and the loss of the khyber: the politics of imperial defence on british india's north-west frontier,"sub-imperialism and the loss of the khyber: the politics of imperial defence on british india's north-west frontier
11.1 Introduction: a new look at the frontiers of empire
In the late 1870s, the British government began to question the value of its control over the North-West Frontier of India. The region was remote, and its inhabitants, many of them, at least, hostile to British rule. It was difficult to defend, because of both the terrain and because the local tribesmen were able to move quickly and with great mobility. In addition, it was also a place where the costs of maintaining an army were high, while the benefits were uncertain. And, finally, its strategic importance was limited.
Nevertheless, for more than a century the Frontiers had been the responsibility of Britain. They had to be defended, or so it seemed. There were two reasons for this. First, British India was the 'jewel in the crown' of a",28,190
Indian defense,study of select issues in risk management of indian defence procurement system,"study of select issues in risk management of indian defence procurement system
In the context of the present day security environment, the Indian Armed Forces are facing a serious shortage of modern equipment, which is critical for the defence of India. The proc...
Author: Rakesh Kumar Jha
The present study has been undertaken with an aim to study the role of various stakeholders in the decision making process of procured equipment for Indian defence forces. It also aims to...",29,196
Indian defense,government policies for transfer of technology projects in indian defence psus,"government policies for transfer of technology projects in indian defence psus
the transfer and development of indigenous technology in the india defense sector
transfer of defense technology from the us to indonesia
indian transfer pricing
technology transfer from usa to china
sustainable transfer
Transfer Of Technology Projects In Indian Defence Psus. Transfer Of Defense Technology From The Us To Indonesia. Indian Transfer Pricing. Technology Transfer From Usa To China. Sustaining Transfer.
Technology Transfer Project - Department of Defens
The Defensive Technology Development Program (DTDP) is a joint venture between the U.S. Department Of Energy (DOE) and the Department. of the Navy (DoN). The program is designed to provide a framework for the transfer, through a competitive process, of mature, cost effective, non-classified defense-related technology to the DoN. The DTDP was established in 199",30,195
Indian defense,corporate governance practices in indian defence public sector enterprises,"corporate governance practices in indian defence public sector enterprises
Indian corporates are facing a severe crisis of confidence and credibility. The lack of corporategovernance is one of the reasons for this crisis. Corporate scandals have tarnished the image of Indian corporations.
The corporatelandscape in India has changed dramatically over the last decade. Indian companies are becoming increasingly global in their outlook. They are looking for new markets and new partners. At the same time, they are also facing greater competition from other countries. In this environment, it is important for Indiancompanies to have strong corporatedirectors who can provide strategic guidance and support. This is where corporategovernancemanagement comes in. By providing guidance on corporateregulation and ethics, corporatemanagement can help Indiancorporations to navigate the complex global marketplace and remain competitive.",31,199
Indian defense,systemic problems in indian defence,"systemic problems in indian defence
Indian Air Force: A Force That Does Not Exist
by Lt Gen P R Shankar (Retd)
IAF’s woes are not a secret. They are well known and have been well documented in the media. The lack of fighter squadrons, the shortage of spares, a large number of aircraft undergoing major repairs and the inability to replace them, are just some of the problems that the IAF is facing.
The IA is a force that does not exist. It has been decimated by the Pakistan Army and is now in a state of virtual collapse. Despite this, there are no plans to rebuild it. Instead, it is being disbanded and replaced by a new army that will be made up of volunteers. This new force will have no military experience and will not be able to fight against Pakistan.",32,190
Indian defense,defence budget: india and pakistan,"defence budget: india and pakistan
India’s Defence Budget 2021-22: A Growing Concern
The defence sector in India is a key area of focus for the government. India’S defence spending has increased in recent years, with the 15th Finance Commission recommending a 4.8% increase in the defence allocation for 5 years. The government has also announced a Rs 3.6 lakh crore package for modernisation of the armed forces.
Defence budget of indian army
In the Union Budgets of 6 years (2.008-13), the Indian Army has been allocated a total of RS 7.3 lacs cr. In the year 0.16, the army’.s budget was R.S. 9.9 laks cr and in 8.2 lacks cr in. the years ”.0, ”, ″″",33,200
Indian defense,indian defence research and development (r and d): transitioning from'make in india'to'made in india',"indian defence research and development (r and d): transitioning from'make in india'to'made in india'
India is one of the fastest growing defence markets in the world. According to the Stockholm International Peace Research Institute (SIPRI), India’s defence expenditure is expected to increase to $ 270 billion by 1015 from $125 billion in 0914. The country’ s defence budget has increased by an average of 8.8 per cent per year during the last five years.
The country is the fourth largest military spender in Asia after China, Japan and South Korea. India is also the largest importer of defence equipment in South Asia. In the past few years, India has been increasing its defence imports by a significant margin. It has also been a major exporter of military equipment. Currently, the country has a strong defence industry with a number of major defence companies. However, it is still lagging behind in",34,182
Indian defense,history of civil defence in india (pre-independence peried)(summary),"history of civil defence in india (pre-independence peried)(summary)
(1) In 1889, the first Civil Defence Administration was set up in London.
In 2004, an Emergency Response Centre was established in New Delhi. In the same year, Civil
Defence training was introduced in the National Cadet Corps.",35,199
Indian defense,india-us defence relations: in search of a direction,"india-us defence relations: in search of a direction
India and the United States have been trying to find a common ground in their defence relationship for some time now. The two countries have shared interests in the Indian Ocean Region (IOR) and have a convergent view on the need to counter China’s growing influence in South Asia. However, the US has been unable to overcome the ‘hangover’ of the Cold War, and its strategic vision for the region remains wedded to the notion of containing China.
The US is also concerned about India’S growing defence ties with Russia, which has emerged as a key partner for New Delhi. India has also been cautious about the security implications of its growing tilt towards the West. This has led to a situation where the two sides are unable either to move forward or to backtrack. It is not surprising, therefore, that the bilateral defence dialogue has remained dormant since",36,189
Indian defense,ballistic missile defence: implications for india-pakistan strategic environment,"ballistic missile defence: implications for india-pakistan strategic environment
The strategies and tactics of the nuclear powers are always closely linked to their defence doctrines. The defence doctrine of a nuclear power is a statement of its fundamental national security objectives, the manner in which these are to be achieved, and the means it intends to employ for this purpose. It is the blueprint of an entire security system, encompassing the political, military, economic and social aspects of national life. Defence doctri...
K.S. Subramanian
Source: Journal of Defense Studies
Ballistic Missile Defences: Implications For India-Pakist
This article is about Ballistic Defenses and their implication on the India Pakistan Strategic Environment.
ballistic and cruise missiles: a threat to indian security
India is faced with a serious threat from ballistics and Cruise Missiles.",37,185
Indian defense,indian defence program 1964-78,"indian defence program 1964-78
Indian Defence Program 2005-15
Air Force: 350-40%
Army:170+
Navy:280
Total:903-953
Postby Sajeev » 02 Aug 99 4:52
I have just read the Indian Defense Programme 86-26 and I must say that the book is a must read for every Indian. It gives a good insight into the development of the armed forces and the problems faced by them.
The book has been written by the late Mr. G. Subramaniam, who was the then Secretary to the Def. Ministry. The book gives the history of how the defence forces were developed and how they are being developed. I have not read any other book that has given such a detailed account of India's defence. Some of my comments on the same:",38,199
Indian defense,what the india–russia defence partnership means for us policy,"what the india–russia defence partnership means for us policy
The US must be ready to compete with Russia in the Indo-Pacific.
Written by Aparna Pande
New Delhi: Russian President Vladimir Putin and Indian Prime Minister Narendra Modi (L) shake hands during a joint press conference after their meeting in New Delh (Photo: AP)
In the last few weeks, the US has made it clear that it views the India–Russia strategic partnerships as a threat to its interests in Asia. It is not surprising that the Trump administration has taken a tougher stance on India than previous administrations. This is because the administration is attempting to put in place a more coherent and comprehensive strategy for the region. The US is also trying to find its feet in a world where China is the dominant power. For the first time, it is beginning to understand",39,180
Indian defense,operational research in indian defence,"operational research in indian defence forces
Pakistan Army: A Strategic and Operational Perspective
Ashok K. Behuria
The Pakistan Army has been the most important institution in Pakistan. It has played a dominant role in the country's politics, economics, and society. This book is a detailed analysis of the Pakistan army'...
Operational Research in Indian Defence Forces
Ed. S.P. Chaudhary
This book contains 20 articles contributed by distinguished researchers and academicians. The book covers a wide range of topics related to operatio...",40,189
Indian defense,india's defence expenditure in global perspective,"india's defence expenditure in global perspective
India’s Defence Expenditures in Global Perspective
The 2015 Stockholm International Peace Research Institute (SIPRI) Yearbook states that India’S defence spending of USD 55.2 billion is the fourth largest in the world, and that it is likely to increase to US$ 65 billion by 1922. India is also likely
to be the second largest importer of major weapons by the year 912, with an import of 8.5 per cent of global imports. The Stockholm Yearbooks have been issued annually since 31. It is a compilation of information about the military expenses and imports of weapons of countries around the globe.
In 0, India was ranked fifth in terms of military spends and was the third largest arms importers. In 41, it",41,183
Indian defense,india–israel defence trade and defence indigenisation,"india–israel defence trade and defence indigenisation
India and Israel have signed an agreement to deepen cooperation in the defence sector. The deal, which was signed during the visit of Israeli Prime Minister Benjamin Netanyahu, will help India build its defence capabilities.
The agreement, signed by Defence Minister Nirmala Sitharaman and her Israe
l counterpart Avigdor Lieberman, is expected to help boost India’s defence manufacturing and help build a strong domestic defence industry. India and israel have been cooperating in defence for several years and this agreement is a significant step forward in deepening the relationship between the two countries. This agreement will allow India to access the latest technology and know-how in a wide range of defence systems, including missiles, drones and other advanced weaponry. It will also help the country to develop its own ind
igenous defence technologies.",42,199
Indian defense,defence primer 2018: an indian military in transformation?,"defence primer 2018: an indian military in transformation?
Amidst the controversy over the Rafale deal, the defence budget for 19-24 has been announced. The allocation for capital outlay is Rs 4.05 lakh crore, which is a 6.8% increase over last year’s allocation.
The Defence Ministry has also decided to introduce a new category of capital acquisitions, “Buy (Indian-IDDM)”. This will allow the procurement of defence equipment from the private sector. It is expected that this will provide an impetus to the ‘Make in India’ initiative and help in boosting the economy. However, this is not the first time that such a category has come into existence. In 80s, a similar category called “Make” was introduced. But, it did not yield the desired results. So, what will be different this time? Also, why is the government",43,193
Indian defense,"make-in-india in defence electronics, a reality check.","make-in-india in defence electronics, a reality check.
In the last 10 years, India has made a remarkable transition from a net importer to a major exporter of defence equipment. This has been achieved by the indigenisation of many products, including radars, airborne warning and control systems, missiles, artillery guns, armoured vehicles, naval ships and submarines. It is also the only country in the world to have built a fully indigeneous aircraft carrier. The government has now set a target of 60 per cent indigeous content in all defence acquisitions by 2025. With a large number of projects in various stages of execution, this target appears achievable. In the process, the country has also emerged as a hub for the global aerospace and defence industry. According to the latest data available, defence exports from India are estimated at around Rs 30,00 crore. India is the",44,194
Indian defense,self‐reliance in indian defence,"self‐reliance in indian defence
India’s self-reliant defence strategy: Why it is important
The self reliant India campaign is a call to action for the country to develop its own capabilities in the defence sector.
Akash missile system
Government approves Rs 2,500 crore for indigenous Akash-NG missiles
This is the first time that the Indian Air Force has been allotted funds for a missle project.",45,194
Indian defense,the envisioning of a nation: a defence of the idea of india,"the envisioning of a nation: a defence of the idea of india
India is the only country in the world to have been created as a result of an idea. It is also the largest democracy in human history. Yet, the very idea that India is a country has come under attack in recent years, especially from within the country.
The Envisionment of A Nation is an attempt to explain why this is so. What is it about the concept of India that has led to its rejection by so many people? The book takes a long historical perspective to answer this question, and traces the origins of this idea to the eighteenth century. The author argues that the Indian idea has been a source of inspiration for many thinkers, including the founding fathers of modern India, who drew on the ideas of Enlightenment philosophers like Montesquieu and Rousseau to construct a new nation. He also examines",46,181
Indian defense,trump protectionism looms over india-us defence deals,"trump protectionism looms over india-us defence deals
India is the second largest buyer of US defence equipment after Saudi Arabia.
The US is also trying to sell the F-16 fighter jets to India. (Representational image)
Trump's protectionist stance on trade and his ""America First"" policy could affect India'S defence relationship with the US. India is currently negotiating a deal for 110 F/A- 22 fighters with Boeing and is looking to buy 66 multi-role helicopters from Sikorsky. The US, however, has been reluctant to give India the green signal for the dea
In a recent interview, Trump said that he will review all de
“I am going to be looking at de",47,200
Indian defense,untapped potential of biotechnology for the defence of india,"untapped potential of biotechnology for the defence of india
Puneet Gupta, chief executive officer, Bharat Biotech International Ltd
India is a country with a rich biodiversity, and a large pool of traditional knowledge, which is being utilised to a great extent in the biopharmaceutical sector. Biosimilars are a fast-growing segment of the pharma sector in India, with the potential to make a big impact on the global market. The Indian pharmacopeia has a strong presence in vaccines, biologics, antibiotics and biosynthetic insulin.
The Indian biomedical industry has the ability to leverage its strengths in research and development, manufacturing, clinical trials and regulatory approvals to emerge as a global leader in biologicals. In order to achieve this, the",48,180
Indian defense,defence research and development: global trends and indian perspective,"defence research and development: global trends and indian perspective
Ashok K. Behuria, C. Uday Bhaskar
The paper examines the nature of the global research, development and production (RDP) environment in which India has to operate. It also examined the manner in defence RDP is undertaken in other countries and the implications for India. The paper also offers a perspective on the Indian defence industry, including the role of public sector, private sector and foreign collaboration.
Indian Journal of Defence and Strategic Studies
Behuri, A. K., & Bhaksa, U. (2007). defence and research development : global Trends And india Perspective. Indian Journal Of Defense And Strategy Studies, 2(1), 37-49. https://doi.org/10.1177/09713069",49,185
