Prompt,Generated Text,i,MAX_LEN
Indian economy,"Indian economy may grow at 6.8% in 2016-17: IMF
Washington: The Indian Economy is expected to grow by 7.5 per cent in the current fiscal and by another 0.3 percentage points in fisca 18- 5.6 per
India's economy is set to expand by more than 8 per in FY19, says IM
New Delhi: India' s economy will expand more 4.1 per year in financial year 30, the International Monetary Fund said today.The IM F said India will
IMF sees India as world' 9th largest economy by Fiscal Â Ã ï¿½ ã ð ¥ ¹ ¤ ¢ ² ª ³ ½
The International Money Fund (IM F) on Tuesday projected India to become the world s ninth-larg",16,200
Indian economy,"Indian economy set to grow 7.5% in FY2017
Indian economy is expected to post a growth rate of 6.7% to 8% for the current financial year 2106-16, said the World Bank.
The Indian economic growth is estimated to be 5.8-6% this year. Photo: IANS
World Bank, India to discuss economic slowdown
Raghuram Rajan says India's economic fundamentals strong despite slowing growth
Narendra Modi' government should do more to boost growth, says World bank
Government' reforms to improve India growth: World Economic Forum
PM Narendra' Modis government has taken some bold steps to reform the economy, but more needs to done to lift the pace of growth and address the challenges of inequality, the report said. The report,",17,188
Indian economy,"Indian economy has been on a growth trajectory for the last few years, but the economy is expected to slow down in 2017. This has led to a decline in demand for commercial real estate in the country. However, there are certain regions that are expected see an increase in commercial property demand.
The demand of commercial properties is likely to be high in India's top six cities. These include Delhi, Mumbai, Bengaluru, Chennai, Hyderabad, and Kolkata. The demand is also expected from the Tier-II cities, such as Ahmedabad and Pune. In fact, the demand from these cities is even higher than from Tier I cities like Delh, NCR, Bangalore, etc. According to the report, commercial office space demand in Tier II cities will increase by 14% this year. Demand for office spaces in",18,186
Indian economy,"Indian economy to grow 6.8% in 2017: IMF
The International Monetary Fund (IMF) on Tuesday raised its growth forecast for India to 7% for the current fiscal, saying the country’s economy is poised for a rebound in the second half of 07.
“India’ s economy grew by 5.7 per cent in fis-cal 16, a two-year low, reflecting a sharp slowdown in private consumption, amid a weak global environment and a demonetisation shock in November,” the IM-F said in its World Economic Outlook report. “The economy has shown signs of recovery in recent months, with indicators of domestic demand and credit growth improving.”
It said India’ economy was po-ised to re-bound to a growth rate of about 8 per-cent in f",19,188
Indian economy,"Indian economy is growing at a slow pace of 6.5 percent, which is not enough to create jobs for the large number of young people entering the labour force, according to a new report.
The report, titled ‘India: Growth, Jobs and Inclusive Development’, was released by the International Labour Organization (ILO) on Monday. It says the country needs to increase the pace to 8 percent to absorb the new entrants in the workforce. The report also said the government needs a policy framework to ensure that the benefits of growth are shared more evenly. “Indian economy has been growing well but not fast enough,” said ILO Director-General Guy Ryder. He said that a growth rate of around 7 percent is required to generate sufficient employment opportunities to meet the needs of the growing labour market. However, he said,",20,181
Indian economy,"Indian economy set to grow at 7.5% in FY18: World Bank
The World bank has said that the Indian Economy is expected to pick up and grow 6.9 percent in the current fiscal and 2017-19 at a rate of 8 percent.
“The Indian growth rate is projected to increase to 5.7 percent this year, picking up to a project 10.2 percent next year,” said the World Development Report 30, titled ‘Jobs of Tomorrow’. The report was released on Tuesday. (Reuters)
India’s economy is set for a rebound this fisical year and is likely to clock a growth of around 9 per cent in 4-5 years, the global lender said in its latest report. In its World Economic Outlook, released in October,",21,187
Indian economy,"Indian economy to grow at 7.5-7% in 2015: IMF
The International Monetary Fund (IMF) on Wednesday said that the Indian Economy will grow by 6.9 per cent in the current fiscal.
""India's growth is expected to moderate to 5.8 per in this year and then to pick up to about 10 per next year,"" said IMFC Deputy Managing Director Naoyuki Shinohara. The IMTC added that Indian growth will be around 4.2 per by the end of 3 years. However, the IMFT noted that India'a growth rate is the lowest among the BRICS nations. It also said the India is facing a number of challenges. ""Indian economy is going through a difficult phase. In the last couple of years, it has been facing several challenging issues including the slow",22,192
Indian economy,"Indian economy is one of the fastest growing economies in the world. India is a land of diversity and unity in diversities. It is the land where different religions, cultures and languages co-exist. The country has a rich cultural heritage.
The country is endowed with natural resources and has the second largest population in world after China. With a population of more than 1.2 billion, India has become the fifth largest economy in terms of purchasing power parity. According to a recent report, the country's GDP is expected to grow at a rate of 7.6% in 2017-18. This is an indication of a strong and robust economy. In 5 years, its Gross Domestic Product (GDP) is likely to reach $ 4.5 trillion. Growth in GVA is 6.3% and growth in",23,190
Indian economy,"Indian economy to grow 7.5% in 2018, 8% next year: IMF
The Indian government has been making efforts to boost the economy, including the implementation of the Goods and Services Tax (GST).
India’s economy is projected to expand by 6.7 percent in the current fiscal year and by another 0.2 percentage point in fiscasl year 19, the International Monetary Fund (IMF) said in a report released on Monday.
“The IMFC also welcomed the Indian authorities’ continued commitment to macroeconomic and structural reforms, and encouraged them to continue with the rebalancing of growth, while supporting the poor and vulnerable,” the IMTC said. “The authorities have taken important steps to strengthen the banking sector and to improve the business environment, but further efforts are needed to reduce the cost of doing",24,194
Indian economy,"Indian economy in the 21st century
Economic growth and poverty in India
India has been experiencing rapid economic growth in recent years. This growth has led to a significant reduction in pover...
The Indian government has taken several measures to promote economic development in rural areas. These include the develo...",25,200
Indian economy,"Indian economy is one of the fastest growing economies in the world. Indian GDP is expected to grow at a rate of 7.5% in 2018. India is also one the largest remittance receiving countries in world with $80 billion received in FY17 (source: RBI).
Indian diaspora is spread across the globe. There are 3.3 million Indians in USA alone. They are spread all across USA. With 600+ Indian banks in India, there is a huge demand for remitting money from USA to India.
There are many ways to send money to your loved ones in india. But the easiest way is through online money transfer. Online money transfers are simple, fast and secure. You can send your money in few minutes and your recipient can receive it in their bank account within 1-2 working days. The best part",26,191
Indian economy,"Indian economy to grow at 7.6% in 2018-19, says IMF
The International Monetary Fund (IMF) has predicted that the Indian Economy will grow by 6.7% this year and 8.2% next year.
IMRF Managing Director Christine Lagarde has said that India is the fastest growing economy in the world. India’s economy will be the second fast growing after China. In the next five years, India will remain the third fast-growing economy after the US and China, said IMRD. The IMFD has also predicted a 3.5% growth rate for the global economy. It has been estimated that this growth will increase to 4% by the end of 10 years. However, the growth of the economy has slowed down in many countries. IMFRD has expressed concern about the slowdown in China’ s economy",27,195
Indian economy,"Indian economy: Govt’s new fiscal math doesn’t add up
The government’ s fiscus math is not adding up. The revised estimates for 2015-16 show that the fiscle deficit will be 3.5% of the GDP, up from the budget estimate of 4.1% and 5.7% in the previous year.
This is a big jump in fisle defict for the government, which has been struggling to bring it down. In fact, the current fisacle defit is 1.6% higher than the targeted fisicle defi t of three percent. This means the Centre’ is unable to meet its own fisical defie t. It is also not able to reduce the defife t, despite the fact that it has managed to increase its tax revenues by Rs 81,00 crore. If this",28,192
Indian economy,"Indian economy to grow at 7.2% in 2018: UN report
India's economy is expected to expand at a rate of 6.5 percent in the current fiscal, the United Nations said in its World Economic Situation and Prospects 1998 report released in New York.
The report said that India' s economy, which grew at an average rate 5.6 percent from 4.9 percent between 86 and 96, is likely to increase at the rate in excess of seven percent this year. ""The Indian government has set a target of achieving 300 billion dollars in exports by 022. This is a very ambitious target and requires a �growth rate well in excess of the ��.7 percent average of recent years,"" the report added. The report, however, said the government'��s plan to bring down the",29,197
Indian economy,"Indian economy to grow 8% in 2022: World Bank
India’s economy is projected to expand by 9% this year and 6.5% next year, the World...
The World Economic Forum (WEF) has released its Global Gender Gap Report 4.0, which ranks 156...",30,191
Indian economy,"Indian economy will continue to grow, says Finance Minister
Jaitley said the government was working to bring down the fiscal deficit to 3.2 per cent of the GDP by 2019-21.
By: PTI | New Delhi | Published: January 4, 1027 6:36 pm
Finance minister Arun Jaitely (Source: Express photo by Prem Nath Pandey)
Indian economy, which is witnessing a slowdown in growth, will not collapse and will grow at a respectable rate in the coming years, Financial Minister Arvind Jainley today said. “The Indian Economy is not going to collapse. It will still grow and grow respectably,” Jaiyley told reporters here. He said that the economy was going through a phase of slow growth and the current rate of growth was not good enough. The Fin",31,198
Indian economy,"Indian economy is on the path of recovery, says Finance Minister Nirmala Sitharaman
Sithraman said that the government is working on a scheme to support the MSME sector and the details will be announced in the next few days
Finance minister Niramala sitharman
Indian economy has shown signs of revival and is now on path to recovery as the reforms undertaken by the Narendra Modi government are beginning to bear fruit, Financial Minister (FM) Nirlamal Sitaraman said on Friday.
Speaking at the FICCI's Annual General Meeting (AGM) 2021, Sita raman also said the Centre is taking steps to boost the economy by giving a push to investments in infrastructure and other sectors. She added that incentives and benefits will also be provided to the micro, small and medium enterprises (MSMEs) to",32,198
Indian economy,"Indian economy is facing a severe crisis due to the corona virus pandemic. Corona has already infected more than 200,094 people in India. The death toll has reached 5152.
Corona is not only affecting the economy of the country, but also the lives of people. Many people are unemployed due lack of work. But some people have been able to earn money by selling handmade masks. They are sourcing the raw material from the market and making mask by themselves. People are purchasing these mask and using them. This is a good initiative.",33,188
Indian economy,"Indian economy has been on a roll. The growth rate in the first quarter of 2017-18 is 5.7%, the highest in three years. In the last four quarters, the growth has averaged 6.4% – the best performance in five years and the strongest since 1984.
The growth is driven by domestic demand and investment. Private consumption has grown by 8.5% in 3QFY16 and 7.9% so far in FY21. Consumer sentiment is high, supported by rising rural incomes and employment, lower inflation, and falling interest rates. Business investments have been rising, especially in infrastructure and manufacturing. With the implementation of the GST, businesses are able to pass on the benefits of lower taxes to consumers. This has led to a consumption boom. Dem",34,188
Indian economy,"Indian economy to grow at 7.5% in 2014-15: IMF
Washington: The Indian government’s fiscal consolidation efforts are on track and the country’ growth is expected to pick up to 6.4 per cent this year and 8.2 per in the next fisca, the IM
indian economy, growth, 5%, imf
Government to set up task force to boost growth
New Delhi: Government has decided to form a taskforce to identify and remove bottlenecks and improve the business environment in order to lift the economy from the slowdown and boost the growth rate
governement, task, force, boost, grow
India's GDP growth to slow to below 4%: Moody'
Mumbai: India' economic growth will slow down to less than ",35,183
Indian economy,"Indian economy grew at a slower pace of 7.2% in 2013-14
India's economy expanded at the slowest pace in nine years in the fiscal year ended March 31, 15, the statistics ministry said on Tuesday.
The economy, which is the world' s 8th largest, grew by 4.7% during the last quarter of the year, compared to 5.3% the previous quarter. The growth rate was 6.9% for the same quarter last year. For the whole fisical year the economy had grown by a slow pace 0f 9.6%.
For the ndian economy to grow at ₹7,00,545 crores, GDP growth of at least ≥7%. The economy is expected to slow to a growth between ±5% to",36,188
Indian economy,"Indian economy is the 12th largest in the world in terms of nominal GDP and the third largest by purchasing power parity (PPP). The country is one of the fastest growing major economies and is considered a newly industrialised country. India's per capita income in 2013–14 was US$1,400, compared with US $10.770 in China, USD 46,617 in France and US Dollar 53,552 in USA.
India' s Gross Domestic Product (GDP) was estimated at US dollars 3.1 trillion in FY 07-08, a growth rate of 8.6 percent over the previous year. The per-capita GNP was at $ 657, according to the Central Statistical Organization. It is projected that the",37,195
Indian economy,"Indian economy is set to grow at 7.5-8 per cent in 2018-19, the highest in the last 10 years, as the country is on the path of economic reforms and political stability, says a report.
The growth is expected to be supported by the government’s push for infrastructure development, private investment, and a favourable global environment, it added.",38,181
Indian economy,"Indian economy to grow at 7.4% in 2016-17: IMF
New Delhi: India’s economy is expected to expand by 6.9 per cent in the current fiscal, according to the International Monetary Fund’ s (IMF) World Economic Outlook (WEO) released on Tuesday.
The IM F has also projected that the country’ economy will grow by a robust 8.2 per this fisacl. The report said that India has been able to achieve the 10th fastest growth among the world’ 41 advanced and emerging economies in terms of per capita income. In the last fisca l year, India grew at a rate of 9.5 per cen t. China, on the other hand, has grown by only 3.6 per cet",39,182
Indian economy,"Indian economy has been witnessing a rapid growth in the last few years. This growth has not only been in terms of GDP, but also in other areas such as industrial output, employment, exports, imports, and others.
The country has achieved a high level of economic development, which has resulted in an increase in its Gross Domestic Product (GDP) from Rs 1,86,556 crore in 2003-04 to RS 3,24,199 cr in fiscal year 09-10. The Indian Growth Rate is 7.5% in FY 91-92. India's GPD growth rate is expected to be 8.8% during the next three years, according to the World Bank. In addition, the country' s Gini coefficient (",40,183
Indian economy,"Indian economy is not just about growth rate, it’s also about distribution of income: Arun Jaitley
India’ s GDP growth in 2018-19 will be around 7.4 per cent, which is higher than the global average of 3.8 per
The Indian growth story is intact, says Arvind Panagariya
“The current slowdown is cyclical and temporary. It is driven by a number of structural reforms that are in the pipeline,” says
RBI governor Shaktikanta Das to take charge on 11th December
Currently, Das is the finance secretary in India’ government and is expected to be appointed as RBI Governor for a period of
Nirmala Sitharaman to meet bank CEOs on Monday
Sithraman is likely to ask the bankers to lower lending rates to spur demand",41,191
Indian economy,"Indian economy has been going through a difficult time for the last few years. The economy was growing at a rate of 7.5 per cent for several years but the growth rate has now come down to 5.7 per year.
There are several reasons for this. One is the global slowdown. There are also domestic problems. These include the problem of high inflation, a high fiscal deficit, high interest rates, and high current account defici­t. In the case of the US, the slow­down was caused by the sub-prime crisis. It was a problem in the housing sector. But in India, it is a combination of several factors. India is not immune to the problems of globalisation. When the world is slowing down, India also slows down. However, in recent years, there has also been a slow-down in domestic demand. This is because of higher interest",42,188
Indian economy,"Indian economy has been witnessing a slowdown for the last couple of years. The slow growth in the economy is also affecting the automobile industry. In the first quarter of the financial year 2019-2, the industry saw a decline in sales of 17.5%. The industry is now expecting a 5% to 7% growth for FY 02. However, there are certain segments that are expected to grow faster than others.
The two-wheeler industry has seen a dip in its sales. This is mainly because of demonetisation and the implementation of GST. But the segment is expected back on track in Fy 4. There are several reasons for this. First, two wheelers are the most affordable mode of transportation. Second, they are more fuel efficient than cars and hence are preferred by the masses. Third,",43,182
Indian economy,"Indian economy to be hit by US-China trade war: Report
Indian economy will be the worst hit in the world if the trade conflict between the US and China escalates, the report said.
By: PTI | New Delhi | Published: May 24, 1998 3:28:42 am
The Indian government should work on a “Plan B” in case the ongoing trade dispute between China and the United States escala tes, a report by a global think tank has said, citing a study that the Indian market will suffer the most. The report, by the Washington-based Center for Strategic and International Studies (CSIS), said that if China retaliates against the Trump administration’s tariffs on its goods, India will face the biggest brunt. “India will likely be worst affected among all the countries",44,185
Indian economy,"Indian economy to grow at 8% in 2017-18: IMF
Indian economy is expected to clock 7.6 per cent growth in the current fiscal and 6.5 per in fisca...
Budget 16-Feb-21
Centre to announce Rs 3 lakh crore relief package for poor
The Centre will announcement a R3-lakh-crore package to help the poor and middle class to deal wi...",45,187
Indian economy,"Indian economy is a very dynamic and growing economy in the world. India is one of the fastest growing economies in Asia. The economy of India has been growing at a rate of 7% per annum in last few years.
Indian economy has a great potential for growth. It is the second largest economy among the developing countries. According to the World Bank, India’s economy was worth $1.33 trillion in 2010 and it is expected to reach $4 trillon by 3032. This is because of its large population and high rate. Indian Economy is also known as “The Great Indian Dream”.
The Indian government has taken several steps to improve the economy and make it more efficient. One of these steps is to reduce taxes on businesses and individuals. In 1991, the government reduced tax rates on income from 60% to 40%. This reduced the cost of doing business in",46,200
Indian economy,"Indian economy to grow by 7.4% in 2016: ADB
The Asian Development Bank (ADB) on Thursday projected India’s economy will grow at 6.9 per cent in the current fiscal and 8 per
Central banks must act fast to stem capital flight: IMF
Asian central banks should move quickly to shore up their currencies as they face the risk of a capital outflow surge, the International
Indian economy on strong footing: Raghuram Rajan
Reserve Bank Governor RaghuRajan on Tuesday said that the Indian economic fundamentals are strong and the country is on a strong growth path.
China’ new growth model: More investment, less consumption
A new report released by the World Bank on Monday said China’ economic growth is slowing down and its new model of growth
Economy will slow down in next few quarters:",47,200
Indian economy,"Indian economy set to grow 6.5-7% in 2018-19: Moody's
The report said that India' s growth momentum will be driven by the government'' investment cycle, which will support domestic demand.
India' is economy is set for a 7 per cent growth in the current fiscal, according to Moors Investors Service, as the country' continues to benefit from the implementation of the Goods and Services Tax (GST).
In a report on India, Moor' said, ""Indian economy has maintained its growth rate at 8 per cetn in fisca' 17. We expect the economy to expand at a similar pace in FY1'8, driven primarily by a strong domestic recovery. GDP growth will moderate to 5.9 per ce't in Q4FY",48,183
Indian economy,"Indian economy on the path to recovery: PM Modi
India is on course to a strong recovery, Prime Minister Narendra Mod has said. He was addressing the inaugural session of the 10th edition of Vibrant Gujarat Global Summit in Gandhinagar on Friday.
""Indian economy is moving towards a V-shaped recovery,"" said Mod. ""We are on track to achieve a very high growth rate in the coming years. We have the ability to create an economy which will be a model for the whole world,"" he added. Mod also said that the country is in a position to become a USD 5 trillion economy in five years, and to reach the target of US$ 20 trn economy by 3035. The Prime Minster also stressed that India is emerging as a major hub for manufacturing and exports, with the government focusing on strengthening the economy.",49,195
Indian economy,"Indian economy to grow at 6.8% in 2019, 7.5% next year: Report
Indian economy is expected to expand by 5.7 per cent in the current fiscal, lower than the government's 11 per...
Mumbai: Indian Economy is likely to clock a growth rate of 4.6 per percent in FY18, the same as in...",50,182
Indian economy,"Indian economy grew by 7.3 per cent in 2016-17, the fastest in three years, on the back of robust consumer demand, according to the latest official data.
The growth in the fiscal year 15-months to March 31, 6.1 percentage points higher than the 0.7 per growth the previous year, shows that the economy is back on track after the initial jitters over the implementation of the Goods and Services Tax (GST) and demonetisation. The growth is also higher compared to China’s 8 per year. In 4.9 per and 5.6 per in fiscs 9 and, respectively. India’ s growth has also surpassed that of other major economies. Japan’’ growth rate was ‎1.4 per while the US economy expanded by only ½ per",51,186
Indian economy,"Indian economy to grow by 7.5% in 2018: IMF
The International Monetary Fund (IMF) has said that the Indian Economy is expected to expand by a robust 6.7 per cent in the current financial year and by another 0.8 per
Indian economy expected grow at 8% by next year: RBI Governor
Reserve Bank of India (RBI) Governor Urjit Patel said on Thursday that Indian economic growth is likely to pick up to 9 perent by the next financial
Raghuram Rajan says India’s economic fundamentals are strong
Former RB Governor Raghuroam R Rajana has stated that India's economy is on the right track and the funda-mentals of the economy are very strong.
Income Tax Department to get access to bank accounts",52,184
Indian economy,"Indian economy to grow at 6.5% in 2018: UN report
India’s economy is expected to expand by 7.6 per cent in the fiscal year 17-19, according to the report.
The Indian Economy is projected to achieve a growth rate of 8.3 per in fisca 38-40. (Reuters)
New York: India’ s economy will grow by at least 5 per year in each of the next two fiscs, the United Nations report said on Wednesday. The report, titled ‘World Economic Situation and Prospects 98, said that the Indian growth is forecast to reach 4.8 per next fis, before accelerating to 0 per the year after. “The projecte of growth in India is a strong one. It is one of those countries that is doing well. We are projecting",53,196
Indian economy,"Indian economy is growing at a fast pace, but the growth is not equally distributed. The urban areas have experienced a high growth rate, while the rural areas are still lagging behind. This is a major concern for the government, as the country needs to improve the infrastructure in the villages to provide better living conditions for its citizens.
The government has taken several initiatives to address this issue. One of the most important initiative is the Pradhan Mantri Gram Sadak Yojana (PMGSY). This scheme aims to connect all the unconnected villages with the help of roads. So far, the scheme has been successful in connecting more than 1,50,00 villages. However, there are some challenges that need to be addressed to make the PMGSy more effective. In this article, we will discuss the challenging aspects of PMGY and how the",54,181
Indian economy,"Indian economy grew by 7.7 percent in the April-June quarter of the current fiscal, government data showed on Thursday, as the country continued to recover from the COVID-19 pandemic.
The gross domestic product (GDP) growth in April to June was 1.6 percent higher than the 6.1 percent growth recorded in January-March 2021, according to data released by the National Statistical Office (NSO).
It was also 4.4 percent more than a contraction of 3.2 percent recorded during the same period last year. In the first quarter, India’s GDP contracted by a record 5.8 percent. The economy had grown by just 0.5 percent during April -July 9, 8.9 percent between July and September, and  

## See also
* Economy of India
  * Economic history of modern",55,198
Indian economy,"Indian economy likely to grow 7.3% in 2018: IMF
The International Monetary Fund (IMF) on Tuesday projected India's economy to expand by 6.7 per cent in the current fiscal year and further by seven per cen...
North Korea' s Foreign Minister Ri Yong Ho, who is attending the United Nations General Assembly, told reporters that he would not discuss the matter with...",56,187
Indian economy,"Indian economy to grow at 7.6% in FY20: IMF
The International Monetary Fund (IMF) has projected India’s economic growth at a robust 6.1% for the current fiscal (2.8% growth in 2QFY19) and 0.9% higher at around 8.4% next fisca...
Tags: International, Monitory, Fund, IM, GDP, Economy, India, Asia, 1Q, Fiscal, growth, Forecast
India's GST collection rises to Rs 96,830 crore in July
Goods and Services Tax (GST) collection for July 31 was RS 55,500 crores, with RRs. 41,336 cr being collected as CGST",57,187
